City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Kanpur,2021-06-25,33.06,37.97,24.93,43.5,11.88,0.1353731343283582,43.08,44.0,Good
Kanpur,2021-06-26,30.49,3.9,22.69,28.91,11.6,0.14716417910447763,33.62,34.0,Good
Kanpur,2021-06-27,34.07,3.2,22.03,14.07,12.87,0.15895522388059702,63.73,64.0,Satisfactory
Kanpur,2021-06-28,39.85,4.46,31.49,20.36,11.56,0.17074626865671644,61.19,61.0,Satisfactory
Kanpur,2021-06-29,65.81,22.34,64.26,51.18,13.64,0.18253731343283583,58.61,66.0,Satisfactory
Kanpur,2021-06-30,62.66,33.27,74.6,66.69,13.9,0.19432835820895522,45.76,75.0,Satisfactory
Kanpur,2021-07-01,32.02,4.38,38.32,23.83,13.01,0.20611940298507464,49.01,49.0,Good
Kanpur,2021-07-02,35.77,4.54,36.91,23.19,13.89,0.21791044776119406,49.21,49.0,Good
Kanpur,2021-07-03,41.28,18.43,35.9,33.92,15.57,0.22970149253731345,63.33,63.0,Satisfactory
Kanpur,2021-07-04,43.63,4.09,30.93,19.55,13.62,0.24149253731343284,69.52,70.0,Satisfactory
Kanpur,2021-07-05,54.79,3.53,37.64,22.78,13.98,0.25328358208955226,52.47,55.0,Satisfactory
Kanpur,2021-07-06,41.98,3.82,35.11,21.42,12.13,0.2650746268656716,56.43,56.0,Satisfactory
Kanpur,2021-07-07,33.75,4.16,40.06,24.32,12.75,0.2768656716417911,68.58,69.0,Satisfactory
Kanpur,2021-07-08,33.69,4.1,36.27,22.28,13.91,0.28865671641791046,68.29,68.0,Satisfactory
Kanpur,2021-07-09,31.91,3.57,30.42,18.77,12.45,0.3004477611940298,71.28,71.0,Satisfactory
Kanpur,2021-07-10,35.86,3.77,22.8,14.9,13.22,0.3122388059701493,76.44,76.0,Satisfactory
Kanpur,2021-07-11,45.62,3.62,21.34,14.04,13.56,0.32402985074626867,75.64,76.0,Satisfactory
Kanpur,2021-07-12,28.11,3.63,24.76,15.62,10.7,0.3358208955223881,45.03,45.0,Good
Kanpur,2021-07-13,24.36,17.52,25.92,27.55,5.66,0.3476119402985075,64.13,64.0,Satisfactory
Kanpur,2021-07-14,27.55,3.97,23.4,15.53,6.37,0.35940298507462687,73.0,73.0,Satisfactory
Kanpur,2021-07-15,23.62,3.52,22.08,14.25,6.8,0.37119402985074634,75.14,75.0,Satisfactory
Kanpur,2021-07-16,28.8,20.04,23.89,28.34,6.99,0.3829850746268657,65.48,65.0,Satisfactory
Kanpur,2021-07-17,35.84,5.44,32.16,21.3,7.96,0.39477611940298507,43.58,44.0,Good
Kanpur,2021-07-18,28.58,5.23,25.66,17.85,8.71,0.40656716417910455,6.27,29.0,Good
Kanpur,2021-07-19,15.11,5.48,33.05,22.03,7.49,0.4183582089552239,16.58,33.0,Good
Kanpur,2021-07-20,14.14,6.25,28.57,20.09,8.17,0.4301492537313433,10.9,29.0,Good
Kanpur,2021-07-21,17.04,21.12,23.6,29.36,8.1,0.44194029850746275,11.28,29.0,Good
Kanpur,2021-07-22,20.65,17.96,28.15,38.35,8.41,0.4537313432835821,13.41,38.0,Good
Kanpur,2021-07-23,23.11,22.06,33.92,44.88,7.67,0.4655223880597015,11.65,45.0,Good
Kanpur,2021-07-24,14.71,10.45,23.2,32.22,7.91,0.47731343283582095,13.22,32.0,Good
Kanpur,2021-07-25,23.42,5.11,20.38,14.83,7.84,0.4891044776119403,19.12,23.0,Good
Kanpur,2021-07-26,23.72,9.71,22.17,28.25,9.28,0.5008955223880597,14.0,28.0,Good
Kanpur,2021-07-27,16.9,26.11,32.14,37.76,11.16,0.5126865671641792,10.07,38.0,Good
Kanpur,2021-07-28,13.87,11.46,32.87,26.8,8.08,0.5244776119402985,9.37,33.0,Good
Kanpur,2021-07-29,12.18,8.63,27.16,21.46,9.12,0.536268656716418,11.55,27.0,Good
Kanpur,2021-07-30,15.24,16.29,30.37,29.35,8.86,0.5480597014925374,9.95,30.0,Good
Kanpur,2021-07-31,13.94,25.91,29.44,35.77,12.83,0.5598507462686567,11.9,36.0,Good
Kanpur,2021-08-01,13.26,4.84,13.58,10.95,8.27,0.5716417910447762,13.54,14.0,Good
Kanpur,2021-08-02,8.91,23.42,19.17,28.83,9.08,0.5834328358208956,15.69,29.0,Good
Kanpur,2021-08-03,12.12,13.02,19.15,31.34,8.71,0.5952238805970149,16.09,31.0,Good
Kanpur,2021-08-04,13.22,12.23,20.36,29.45,11.79,0.6070149253731343,15.53,29.0,Good
Kanpur,2021-08-05,13.14,10.84,25.11,30.35,8.31,0.6188059701492538,15.53,30.0,Good
Kanpur,2021-08-06,25.35,23.17,27.53,33.1,10.52,0.6305970149253731,16.09,33.0,Good
Kanpur,2021-08-07,22.0,18.65,26.44,28.77,9.27,0.6423880597014926,15.87,29.0,Good
Kanpur,2021-08-08,16.24,6.69,24.0,18.13,9.43,0.654179104477612,13.88,24.0,Good
Kanpur,2021-08-09,22.32,23.95,36.98,38.34,8.84,0.6659701492537313,16.45,38.0,Good
Kanpur,2021-08-10,30.4,8.28,38.23,27.02,9.35,0.6777611940298508,16.11,38.0,Good
Kanpur,2021-08-11,29.4,25.9,42.92,43.3,8.97,0.6895522388059702,12.4,43.0,Good
Kanpur,2021-08-12,27.16,8.86,37.51,27.1,9.24,0.7013432835820895,16.65,38.0,Good
Kanpur,2021-08-13,30.91,8.95,43.79,30.4,9.49,0.713134328358209,16.93,44.0,Good
Kanpur,2021-08-14,32.36,9.53,40.35,29.2,9.66,0.7249253731343284,18.24,40.0,Good
Kanpur,2021-08-15,37.06,5.57,36.23,23.67,9.69,0.7367164179104477,18.57,37.0,Good
Kanpur,2021-08-16,38.02,23.26,47.07,42.77,9.53,0.7485074626865672,14.06,47.0,Good
Kanpur,2021-08-17,46.21,21.34,43.68,40.58,9.19,0.7602985074626866,17.8,46.0,Good
Kanpur,2021-08-18,39.18,5.9,39.35,25.73,10.33,0.7720895522388059,14.37,39.0,Good
Kanpur,2021-08-19,36.32,25.83,36.24,39.76,9.1,0.7838805970149254,12.74,40.0,Good
Kanpur,2021-08-20,29.43,6.22,30.76,21.3,10.5,0.7956716417910448,11.03,31.0,Good
Kanpur,2021-08-21,25.4,8.0,30.66,22.71,9.54,0.8074626865671642,14.05,31.0,Good
Kanpur,2021-08-22,33.52,9.02,29.05,22.79,9.79,0.8192537313432836,17.74,34.0,Good
Kanpur,2021-08-23,28.73,23.09,31.78,35.17,12.59,0.831044776119403,9.61,35.0,Good
Kanpur,2021-08-24,28.16,7.52,34.39,24.36,7.79,0.8428358208955224,11.23,34.0,Good
Kanpur,2021-08-25,27.05,7.2,32.34,23.05,10.62,0.8546268656716418,12.94,32.0,Good
Kanpur,2021-08-26,32.69,5.88,31.87,21.57,10.02,0.8664179104477612,12.67,33.0,Good
Kanpur,2021-08-27,38.65,5.73,31.53,21.43,9.59,0.8782089552238806,14.36,39.0,Good
Kanpur,2021-08-28,39.46,11.57,67.65,47.82,9.2,0.89,19.42,68.0,Satisfactory
Kanpur,2021-08-29,32.11,1.0,67.68,23.37,4.99,0.89,16.88,68.0,Satisfactory
Kanpur,2021-08-30,25.16,9.76,75.73,29.44,6.47,0.89,12.22,76.0,Satisfactory
