City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Kanpur,2020-02-05,111.36,22.34,74.13,57.59,13.57,1.8176954732510286,38.99,111.0,Moderate
Kanpur,2020-02-06,102.64,15.2,65.22,47.06,14.81,1.800452674897119,35.1,103.0,Moderate
Kanpur,2020-02-07,99.61,8.93,52.88,35.39,13.1,1.7832098765432098,41.2,100.0,Satisfactory
Kanpur,2020-02-08,142.22,43.84,75.21,75.69,16.21,1.7659670781893002,36.94,142.0,Moderate
Kanpur,2020-02-09,176.86,54.46,89.49,91.89,19.54,1.7487242798353906,32.99,177.0,Moderate
Kanpur,2020-02-10,136.12,30.73,96.82,76.48,15.77,1.7314814814814814,35.64,136.0,Moderate
Kanpur,2020-02-11,183.7,68.22,92.88,104.88,21.61,1.7142386831275718,36.82,184.0,Moderate
Kanpur,2020-02-12,160.49,19.48,93.76,65.71,21.45,1.6969958847736626,39.13,160.0,Moderate
Kanpur,2020-02-13,78.97,18.83,58.32,46.3,19.0,1.679753086419753,41.91,79.0,Satisfactory
Kanpur,2020-02-14,55.13,18.27,41.84,37.11,11.88,1.6625102880658433,50.29,55.0,Satisfactory
Kanpur,2020-02-15,55.54,21.21,69.15,54.03,25.42,1.6452674897119342,42.2,69.0,Satisfactory
Kanpur,2020-02-16,91.56,9.96,77.2,49.17,19.87,1.6280246913580245,39.1,92.0,Satisfactory
Kanpur,2020-02-17,93.47,16.32,81.38,56.55,14.14,1.610781893004115,43.7,93.0,Satisfactory
Kanpur,2020-02-18,92.69,52.4,86.64,88.69,28.29,1.5935390946502057,43.39,93.0,Satisfactory
Kanpur,2020-02-19,112.77,60.12,98.79,101.43,19.58,1.576296296296296,35.69,113.0,Moderate
Kanpur,2020-02-20,75.82,5.72,44.68,28.37,14.38,1.5590534979423865,59.13,76.0,Satisfactory
Kanpur,2020-02-21,101.24,5.17,32.72,21.61,12.81,1.5418106995884773,53.75,101.0,Moderate
Kanpur,2020-02-22,71.13,16.26,52.05,40.91,9.91,1.5245679012345676,30.07,71.0,Satisfactory
Kanpur,2020-02-23,101.81,8.08,51.63,34.03,10.68,1.5073251028806585,33.15,102.0,Moderate
Kanpur,2020-02-24,81.51,8.14,52.87,34.74,7.85,1.4900823045267488,34.52,82.0,Satisfactory
Kanpur,2020-02-25,34.82,8.44,45.47,31.04,6.63,1.4728395061728392,39.2,45.0,Good
Kanpur,2020-02-26,58.43,9.92,55.85,37.73,7.55,1.45559670781893,34.25,58.0,Satisfactory
Kanpur,2020-02-27,54.68,7.13,52.21,33.56,9.46,1.4383539094650204,38.76,55.0,Satisfactory
Kanpur,2020-02-28,56.62,7.35,47.05,31.0,8.63,1.4211111111111108,38.33,57.0,Satisfactory
Kanpur,2020-02-29,66.01,8.35,46.76,31.65,10.72,1.4038683127572016,39.65,66.0,Satisfactory
Kanpur,2020-03-01,43.14,6.97,41.36,27.67,8.46,1.386625514403292,39.91,43.0,Good
Kanpur,2020-03-02,66.14,10.22,52.63,36.31,9.41,1.3693827160493823,34.21,66.0,Satisfactory
Kanpur,2020-03-03,66.38,21.64,59.78,49.4,11.72,1.3521399176954731,38.87,66.0,Satisfactory
Kanpur,2020-03-04,71.02,10.0,51.63,35.14,14.49,1.3348971193415635,39.74,71.0,Satisfactory
Kanpur,2020-03-05,54.52,5.84,31.14,21.32,9.03,1.3176543209876543,43.62,55.0,Satisfactory
Kanpur,2020-03-06,48.14,5.66,30.32,20.73,9.49,1.3004115226337447,42.48,48.0,Good
Kanpur,2020-03-07,29.0,6.95,29.39,21.28,6.81,1.283168724279835,36.88,37.0,Good
Kanpur,2020-03-08,37.53,6.34,33.17,22.8,7.29,1.265925925925926,36.67,38.0,Good
Kanpur,2020-03-09,53.94,7.85,45.46,30.56,10.63,1.2486831275720163,45.31,54.0,Satisfactory
Kanpur,2020-03-10,116.5,6.88,43.56,28.76,10.99,1.2314403292181066,33.73,116.0,Moderate
Kanpur,2020-03-11,61.73,5.39,32.9,21.88,15.83,1.2141975308641975,39.28,62.0,Satisfactory
Kanpur,2020-03-12,73.7,24.24,45.98,44.16,15.38,1.1969547325102878,36.75,74.0,Satisfactory
Kanpur,2020-03-13,43.71,7.27,31.2,22.46,12.23,1.1797119341563786,29.5,44.0,Good
Kanpur,2020-03-14,48.64,13.51,45.66,35.19,12.37,1.162469135802469,24.81,49.0,Good
Kanpur,2020-03-15,54.65,6.27,33.44,22.78,11.65,1.1452263374485594,31.58,55.0,Satisfactory
Kanpur,2020-03-16,46.63,13.68,58.81,42.4,12.22,1.1279835390946502,36.88,59.0,Satisfactory
Kanpur,2020-03-17,53.11,10.95,53.13,46.34,16.25,1.1107407407407406,41.98,53.0,Satisfactory
Kanpur,2020-03-18,65.9,9.78,55.77,37.61,22.13,1.093497942386831,41.75,66.0,Satisfactory
Kanpur,2020-03-19,86.79,27.89,60.42,54.79,36.13,1.0762551440329218,39.58,87.0,Satisfactory
Kanpur,2020-03-20,86.93,14.09,63.38,45.17,25.74,1.0590123456790121,35.4,87.0,Satisfactory
Kanpur,2020-03-21,49.22,6.11,33.28,22.64,21.31,1.0417695473251025,38.44,49.0,Good
Kanpur,2020-03-22,52.61,5.73,26.29,18.64,16.53,1.0245267489711933,37.68,53.0,Satisfactory
Kanpur,2020-03-23,65.62,4.75,22.82,15.96,17.56,1.0072839506172837,45.11,66.0,Satisfactory
Kanpur,2020-03-24,80.54,5.8,26.95,19.05,17.67,0.9900411522633745,45.34,81.0,Satisfactory
Kanpur,2020-03-25,56.89,3.61,12.58,9.61,15.95,0.9727983539094649,39.98,57.0,Satisfactory
Kanpur,2020-03-26,35.03,3.76,9.88,8.26,14.39,0.9555555555555553,40.84,41.0,Good
Kanpur,2020-03-27,41.3,3.83,10.08,8.47,17.09,0.9383127572016461,26.24,41.0,Good
Kanpur,2020-03-28,30.94,3.52,8.66,7.47,14.19,0.9210699588477365,40.76,41.0,Good
Kanpur,2020-03-29,25.0,3.64,7.08,6.72,13.85,0.9038271604938268,45.46,45.0,Good
Kanpur,2020-03-30,29.66,3.75,9.52,8.09,14.77,0.8865843621399176,48.8,49.0,Good
Kanpur,2020-03-31,38.63,3.79,12.35,9.58,15.81,0.869341563786008,51.37,51.0,Satisfactory
Kanpur,2020-04-01,49.28,3.86,13.34,10.23,15.78,0.8520987654320988,54.9,55.0,Satisfactory
Kanpur,2020-04-02,34.31,3.47,10.26,8.26,13.58,0.8348559670781892,47.17,47.0,Good
Kanpur,2020-04-03,20.69,3.53,9.02,7.66,14.79,0.8176131687242796,57.38,57.0,Satisfactory
Kanpur,2020-04-04,30.74,3.79,8.56,7.64,15.91,0.8003703703703704,63.86,64.0,Satisfactory
Kanpur,2020-04-05,32.225,3.55,9.32,7.845000000000001,15.18,0.7831275720164608,61.92,62.0,Satisfactory
Kanpur,2020-04-06,33.71,3.31,10.08,8.05,14.45,0.7658847736625511,59.98,60.0,Satisfactory
Kanpur,2020-04-07,38.84,3.52,9.43,7.88,17.92,0.748641975308642,53.35,53.0,Satisfactory
Kanpur,2020-04-08,34.44,3.65,10.95,8.77,10.03,0.7313991769547323,54.62,55.0,Satisfactory
Kanpur,2020-04-09,29.88,3.35,8.78,7.3,9.89,0.7141563786008227,61.56,62.0,Satisfactory
Kanpur,2020-04-10,42.97,12.47,19.73,20.54,13.14,0.6969135802469135,56.19,56.0,Satisfactory
Kanpur,2020-04-11,71.08,15.73,36.31,32.05,13.85,0.6796707818930043,44.51,71.0,Satisfactory
Kanpur,2020-04-12,45.85,3.97,19.69,13.6,17.75,0.6624279835390947,49.88,50.0,Good
Kanpur,2020-04-13,49.88,10.09,28.59,23.38,19.49,0.6451851851851851,45.81,50.0,Good
Kanpur,2020-04-14,60.36,3.91,26.19,17.11,18.85,0.6279423868312755,48.9,60.0,Satisfactory
Kanpur,2020-04-15,74.7,7.84,33.12,23.99,17.99,0.6106995884773658,39.17,75.0,Satisfactory
Kanpur,2020-04-16,83.47,15.27,31.98,29.31,18.67,0.5934567901234571,43.47,83.0,Satisfactory
Kanpur,2020-04-17,128.02,5.15,40.57,25.78,23.04,0.5762139917695475,39.47,128.0,Moderate
Kanpur,2020-04-18,55.4,3.99,25.77,16.9,17.09,0.5589711934156378,46.81,55.0,Satisfactory
Kanpur,2020-04-19,50.37,3.47,22.58,14.76,17.13,0.5417283950617282,55.83,56.0,Satisfactory
Kanpur,2020-04-20,41.53,3.62,15.84,11.26,16.48,0.5244855967078186,49.54,50.0,Good
Kanpur,2020-04-21,30.76,13.82,13.84,18.58,15.43,0.507242798353909,52.24,52.0,Satisfactory
Kanpur,2020-04-22,42.14,10.9,24.3,21.7,16.33,0.49,43.34,43.0,Good
Kanpur,2020-04-23,57.66,3.71,31.73,19.69,18.99,0.4898571428571428,51.34,58.0,Satisfactory
Kanpur,2020-04-24,45.39,11.13,18.32,18.35,14.29,0.4897142857142857,52.53,53.0,Satisfactory
Kanpur,2020-04-25,56.59,16.14,16.33,21.4,14.35,0.48957142857142855,64.23,64.0,Satisfactory
Kanpur,2020-04-26,38.48,3.53,11.62,9.02,12.06,0.48942857142857144,53.97,54.0,Satisfactory
Kanpur,2020-04-27,22.0,3.92,14.72,10.93,10.88,0.48928571428571427,54.99,55.0,Satisfactory
Kanpur,2020-04-28,38.24,4.22,16.7,12.26,12.18,0.48914285714285716,51.04,51.0,Satisfactory
Kanpur,2020-04-29,33.71,3.68,13.74,10.25,11.53,0.489,50.89,51.0,Satisfactory
Kanpur,2020-04-30,40.62,3.74,14.63,10.8,12.29,0.4888571428571428,59.16,59.0,Satisfactory
Kanpur,2020-05-01,23.63,3.64,11.61,9.1,11.58,0.4887142857142857,57.06,57.0,Satisfactory
Kanpur,2020-05-02,36.49,3.56,12.47,9.45,12.19,0.48857142857142855,50.76,51.0,Satisfactory
Kanpur,2020-05-03,36.68,4.14,11.87,9.51,12.6,0.48842857142857143,55.24,55.0,Satisfactory
Kanpur,2020-05-04,33.99,4.1,14.64,11.06,11.82,0.48828571428571427,48.64,49.0,Good
Kanpur,2020-05-05,28.0,4.1,12.71,10.0,11.65,0.48814285714285716,51.31,51.0,Satisfactory
Kanpur,2020-05-06,27.39,4.2,16.04,11.92,11.44,0.488,51.52,52.0,Satisfactory
Kanpur,2020-05-07,32.7,4.72,15.86,12.26,13.46,0.4878571428571428,66.45,66.0,Satisfactory
Kanpur,2020-05-08,41.48,3.41,20.02,13.43,12.38,0.4877142857142857,63.0,63.0,Satisfactory
Kanpur,2020-05-09,50.76,3.66,17.31,12.07,11.25,0.48757142857142854,75.28,75.0,Satisfactory
Kanpur,2020-05-10,51.34,3.39,12.9,9.57,11.71,0.48742857142857143,82.37,82.0,Satisfactory
Kanpur,2020-05-11,28.63,3.73,14.51,10.53,10.58,0.48728571428571427,68.58,69.0,Satisfactory
Kanpur,2020-05-12,44.65,3.73,20.47,13.82,10.43,0.48714285714285716,60.98,61.0,Satisfactory
Kanpur,2020-05-13,39.94,3.22,19.29,12.83,10.59,0.487,75.23,75.0,Satisfactory
Kanpur,2020-05-14,56.68,4.16,26.78,17.49,11.51,0.4868571428571429,54.05,57.0,Satisfactory
Kanpur,2020-05-15,71.03,5.52,38.47,24.95,12.34,0.4867142857142857,28.05,71.0,Satisfactory
Kanpur,2020-05-16,41.27,4.68,30.86,20.16,11.69,0.48657142857142854,31.35,41.0,Good
Kanpur,2020-05-17,68.74,6.56,54.94,34.56,12.88,0.48642857142857143,31.47,69.0,Satisfactory
Kanpur,2020-05-18,59.03,6.27,47.45,30.33,12.03,0.48628571428571427,22.18,59.0,Satisfactory
Kanpur,2020-05-19,46.37,7.49,52.41,33.97,10.86,0.48614285714285715,18.81,52.0,Satisfactory
Kanpur,2020-05-20,61.63,4.49,34.96,21.96,10.44,0.486,33.96,62.0,Satisfactory
Kanpur,2020-05-21,61.88,4.35,39.65,24.58,6.88,0.4858571428571429,62.77,63.0,Satisfactory
Kanpur,2020-05-22,69.82,7.33,53.68,34.46,7.21,0.4857142857142857,48.06,70.0,Satisfactory
Kanpur,2020-05-23,62.38,8.33,28.91,22.02,7.7,0.48557142857142854,43.12,62.0,Satisfactory
Kanpur,2020-05-24,57.53,5.08,40.44,25.61,8.4,0.48542857142857143,26.26,58.0,Satisfactory
Kanpur,2020-05-25,59.35,11.59,57.15,39.71,11.75,0.48528571428571426,19.77,59.0,Satisfactory
Kanpur,2020-05-26,60.12,6.79,57.25,35.89,15.39,0.48514285714285715,27.63,60.0,Satisfactory
Kanpur,2020-05-27,42.68,4.04,36.02,21.95,9.77,0.485,38.52,43.0,Good
Kanpur,2020-05-28,29.06,17.18,18.99,24.99,8.22,0.4848571428571429,51.56,52.0,Satisfactory
Kanpur,2020-05-29,39.71,14.45,17.15,20.52,11.54,0.4847142857142857,51.65,52.0,Satisfactory
Kanpur,2020-05-30,34.31,14.31,17.69,21.29,9.03,0.48457142857142854,36.37,36.0,Good
Kanpur,2020-05-31,41.2,9.66,17.49,16.89,9.1,0.48442857142857143,40.11,41.0,Good
Kanpur,2020-06-01,42.51,10.05,28.52,23.17,9.26,0.48428571428571426,30.0,43.0,Good
Kanpur,2020-06-02,48.85,3.52,27.41,17.32,9.66,0.48414285714285715,33.96,49.0,Good
Kanpur,2020-06-03,45.59,4.43,31.96,20.57,8.71,0.484,33.73,46.0,Good
Kanpur,2020-06-04,30.74,3.58,23.15,15.23,8.87,0.4838571428571429,44.2,44.0,Good
Kanpur,2020-06-05,23.87,13.51,14.38,18.56,8.6,0.4837142857142857,26.57,27.0,Good
Kanpur,2020-06-06,25.84,16.66,19.19,23.39,10.88,0.48357142857142854,24.89,26.0,Good
Kanpur,2020-06-07,28.71,3.59,16.99,11.94,10.35,0.48342857142857143,33.02,33.0,Good
Kanpur,2020-06-08,32.18,13.82,40.06,31.96,12.68,0.48328571428571426,28.01,40.0,Good
Kanpur,2020-06-09,55.59,16.17,56.98,42.71,16.93,0.48314285714285715,27.26,57.0,Satisfactory
Kanpur,2020-06-10,75.23,13.78,32.3,28.27,10.48,0.483,29.35,75.0,Satisfactory
Kanpur,2020-06-11,53.41,12.28,23.88,22.53,7.99,0.4828571428571429,36.85,53.0,Satisfactory
Kanpur,2020-06-12,49.33,4.16,23.58,15.78,7.31,0.4827142857142857,43.04,49.0,Good
Kanpur,2020-06-13,31.34,14.18,21.98,22.91,7.69,0.48257142857142854,46.47,46.0,Good
Kanpur,2020-06-14,28.95,3.51,20.67,13.78,7.08,0.48242857142857143,46.57,47.0,Good
Kanpur,2020-06-15,34.96,4.19,29.57,19.09,8.07,0.48228571428571426,38.73,39.0,Good
Kanpur,2020-06-16,30.49,10.01,23.69,22.67,6.88,0.48214285714285715,38.51,39.0,Good
Kanpur,2020-06-17,29.18,11.26,20.52,19.95,7.51,0.482,36.0,36.0,Good
Kanpur,2020-06-18,30.0,6.24,21.66,16.3,7.11,0.4818571428571429,38.47,38.0,Good
Kanpur,2020-06-19,30.22,3.45,19.5,13.17,7.22,0.4817142857142857,43.15,43.0,Good
Kanpur,2020-06-20,32.24,3.14,18.67,12.42,6.27,0.48157142857142854,52.36,52.0,Satisfactory
Kanpur,2020-06-21,27.21,3.71,14.84,10.91,6.7,0.48142857142857143,47.23,47.0,Good
Kanpur,2020-06-22,26.13,3.82,19.3,13.23,8.65,0.48128571428571426,44.5,44.0,Good
Kanpur,2020-06-23,26.76,4.12,20.69,14.3,6.66,0.48114285714285715,40.42,40.0,Good
Kanpur,2020-06-24,47.73,18.08,20.98,25.4,8.03,0.481,27.34,48.0,Good
Kanpur,2020-06-25,34.88,17.48,32.76,34.32,7.99,0.48085714285714287,28.68,35.0,Good
Kanpur,2020-06-26,22.19,3.91,28.97,18.5,7.6,0.4807142857142857,42.25,42.0,Good
Kanpur,2020-06-27,23.05,4.42,32.43,20.91,8.61,0.4805714285714286,38.23,38.0,Good
Kanpur,2020-06-28,26.87,4.4,29.38,19.17,7.63,0.4804285714285714,36.19,36.0,Good
Kanpur,2020-06-29,21.2,4.35,31.5,20.29,7.09,0.48028571428571426,39.46,39.0,Good
Kanpur,2020-06-30,29.46,7.81,31.39,23.0,10.14,0.48014285714285715,42.04,42.0,Good
Kanpur,2020-07-01,33.45,4.23,30.15,19.44,6.84,0.48,42.67,43.0,Good
Kanpur,2020-07-02,44.64,3.73,29.48,18.7,7.41,0.47985714285714287,38.2,45.0,Good
Kanpur,2020-07-03,46.77,4.32,34.2,21.67,7.19,0.4797142857142857,31.68,47.0,Good
Kanpur,2020-07-04,48.97,13.48,27.13,29.52,11.01,0.4795714285714286,34.94,49.0,Good
Kanpur,2020-07-05,27.62,3.9,25.18,16.53,6.95,0.4794285714285714,38.8,39.0,Good
Kanpur,2020-07-06,21.66,4.69,27.19,18.14,6.75,0.47928571428571426,23.43,27.0,Good
Kanpur,2020-07-07,20.02,5.33,29.98,20.29,9.23,0.47914285714285715,19.79,30.0,Good
Kanpur,2020-07-08,26.97,19.74,30.4,32.3,9.11,0.479,28.68,32.0,Good
Kanpur,2020-07-09,23.18,11.84,32.65,35.89,10.63,0.47885714285714287,26.88,36.0,Good
Kanpur,2020-07-10,24.73,4.08,25.76,17.02,7.16,0.4787142857142857,39.49,39.0,Good
Kanpur,2020-07-11,24.49,9.07,16.12,15.81,8.04,0.4785714285714286,40.56,41.0,Good
Kanpur,2020-07-12,24.23,3.29,15.75,11.05,7.43,0.4784285714285714,47.72,48.0,Good
Kanpur,2020-07-13,24.78,8.03,26.44,20.21,7.77,0.47828571428571426,46.66,47.0,Good
Kanpur,2020-07-14,23.72,4.83,22.71,15.73,13.0,0.47814285714285715,36.58,37.0,Good
Kanpur,2020-07-15,31.65,5.32,22.23,15.79,8.92,0.478,31.93,32.0,Good
Kanpur,2020-07-16,33.63,8.15,20.11,16.91,6.17,0.47785714285714287,55.47,55.0,Satisfactory
Kanpur,2020-07-17,37.8,9.19,19.4,17.42,6.42,0.4777142857142857,66.69,67.0,Satisfactory
Kanpur,2020-07-18,46.61,12.28,14.83,17.55,2.64,0.4775714285714286,83.1,83.0,Satisfactory
Kanpur,2020-07-19,28.24,3.69,20.45,13.7,2.11,0.4774285714285714,65.18,65.0,Satisfactory
Kanpur,2020-07-20,19.2,4.06,29.03,18.71,2.53,0.47728571428571426,51.5,52.0,Satisfactory
Kanpur,2020-07-21,20.53,4.19,24.21,16.28,3.87,0.47714285714285715,58.6,59.0,Satisfactory
Kanpur,2020-07-22,19.5,3.43,22.41,14.62,2.98,0.477,75.73,76.0,Satisfactory
Kanpur,2020-07-23,21.16,3.45,22.35,14.62,3.06,0.47685714285714287,74.39,74.0,Satisfactory
Kanpur,2020-07-24,33.38,12.02,17.58,19.04,2.39,0.4767142857142857,74.86,75.0,Satisfactory
Kanpur,2020-07-25,39.0,13.7,17.53,20.47,4.76,0.4765714285714286,56.15,56.0,Satisfactory
Kanpur,2020-07-26,25.84,4.4,23.28,15.96,4.96,0.4764285714285714,31.42,31.0,Good
Kanpur,2020-07-27,30.66,5.18,26.76,27.01,5.82,0.4762857142857143,42.05,42.0,Good
Kanpur,2020-07-28,20.81,7.83,24.28,18.94,3.96,0.47614285714285715,70.44,70.0,Satisfactory
Kanpur,2020-07-29,18.13,14.97,24.05,24.63,4.53,0.476,39.8,40.0,Good
Kanpur,2020-07-30,20.62,13.61,25.62,24.38,4.73,0.47585714285714287,43.48,43.0,Good
Kanpur,2020-07-31,24.05,7.34,32.07,23.0,4.24,0.4757142857142857,44.15,44.0,Good
Kanpur,2020-08-01,25.22,14.11,25.09,24.43,5.58,0.4755714285714286,37.29,37.0,Good
Kanpur,2020-08-02,26.88,5.0,27.52,18.69,5.33,0.4754285714285714,37.82,38.0,Good
Kanpur,2020-08-03,22.15,3.81,25.79,16.77,5.51,0.4752857142857143,56.98,57.0,Satisfactory
Kanpur,2020-08-04,23.88,8.34,21.72,17.8,5.09,0.47514285714285714,45.37,45.0,Good
Kanpur,2020-08-05,23.15,6.38,17.58,14.28,3.67,0.475,71.34,71.0,Satisfactory
Kanpur,2020-08-06,16.84,10.67,15.89,16.89,3.3,0.47485714285714287,56.9,57.0,Satisfactory
Kanpur,2020-08-07,28.07,15.12,16.56,20.85,5.11,0.4747142857142857,62.88,63.0,Satisfactory
Kanpur,2020-08-08,33.19,3.62,18.33,12.62,3.9,0.4745714285714286,58.74,59.0,Satisfactory
Kanpur,2020-08-09,26.89,4.14,17.8,12.83,4.09,0.4744285714285714,57.24,57.0,Satisfactory
Kanpur,2020-08-10,34.3,3.95,21.17,14.34,4.38,0.4742857142857143,56.02,56.0,Satisfactory
Kanpur,2020-08-11,37.44,5.41,25.98,18.22,5.4,0.47414285714285714,41.74,42.0,Good
Kanpur,2020-08-12,18.21,4.92,25.22,17.38,4.42,0.474,44.34,44.0,Good
Kanpur,2020-08-13,18.45,4.91,22.89,16.12,5.72,0.47385714285714287,42.29,42.0,Good
Kanpur,2020-08-14,34.14,20.86,27.11,30.84,5.29,0.4737142857142857,49.21,49.0,Good
Kanpur,2020-08-15,27.62,15.4,18.95,22.07,6.92,0.4735714285714286,43.91,44.0,Good
Kanpur,2020-08-16,20.98,4.25,14.91,11.39,4.81,0.4734285714285714,42.89,43.0,Good
Kanpur,2020-08-17,21.12,11.05,21.55,30.46,6.13,0.4732857142857143,44.44,44.0,Good
Kanpur,2020-08-18,27.39,17.16,25.26,26.97,5.55,0.47314285714285714,30.59,31.0,Good
Kanpur,2020-08-19,16.26,16.71,19.44,23.02,5.29,0.473,67.26,67.0,Satisfactory
Kanpur,2020-08-20,21.41,20.47,16.84,25.24,8.96,0.47285714285714286,62.64,63.0,Satisfactory
Kanpur,2020-08-21,13.5,9.21,15.8,15.55,4.39,0.4727142857142857,54.81,55.0,Satisfactory
Kanpur,2020-08-22,18.78,10.9,14.3,16.1,4.68,0.4725714285714286,58.01,58.0,Satisfactory
Kanpur,2020-08-23,14.61,3.88,16.24,11.71,4.95,0.4724285714285714,63.6,64.0,Satisfactory
Kanpur,2020-08-24,16.27,10.26,21.53,19.29,6.39,0.4722857142857143,60.83,61.0,Satisfactory
Kanpur,2020-08-25,22.3,10.43,30.8,24.82,6.39,0.47214285714285714,53.5,54.0,Satisfactory
Kanpur,2020-08-26,21.65,3.68,24.69,16.06,4.85,0.472,55.42,55.0,Satisfactory
Kanpur,2020-08-27,18.91,3.76,18.34,12.72,6.18,0.47185714285714286,50.57,51.0,Satisfactory
Kanpur,2020-08-28,23.0,4.1,17.61,12.58,5.94,0.4717142857142857,47.04,47.0,Good
Kanpur,2020-08-29,21.52,11.25,13.53,16.19,6.68,0.4715714285714286,53.87,54.0,Satisfactory
Kanpur,2020-08-30,13.58,3.84,18.64,12.96,5.84,0.4714285714285714,68.94,69.0,Satisfactory
Kanpur,2020-08-31,18.36,17.03,27.78,28.1,5.86,0.4712857142857143,58.66,59.0,Satisfactory
Kanpur,2020-09-01,27.87,23.49,37.6,37.95,6.0,0.47114285714285714,60.75,61.0,Satisfactory
Kanpur,2020-09-02,22.51,22.32,27.52,31.87,8.81,0.471,57.56,58.0,Satisfactory
Kanpur,2020-09-03,30.23,10.45,19.24,18.42,5.45,0.47085714285714286,56.9,57.0,Satisfactory
Kanpur,2020-09-04,31.72,13.44,25.73,24.51,7.94,0.4707142857142857,57.72,58.0,Satisfactory
Kanpur,2020-09-05,34.02,4.62,33.84,21.73,6.09,0.4705714285714286,57.03,57.0,Satisfactory
Kanpur,2020-09-06,22.18,3.69,27.84,17.62,5.35,0.4704285714285714,69.56,70.0,Satisfactory
Kanpur,2020-09-07,36.22,4.04,38.66,23.73,6.16,0.4702857142857143,62.87,63.0,Satisfactory
Kanpur,2020-09-08,29.94,10.07,32.84,25.51,7.57,0.47014285714285714,54.41,54.0,Satisfactory
Kanpur,2020-09-09,42.6,13.19,41.31,32.57,6.6,0.47,62.5,62.0,Satisfactory
Kanpur,2020-09-10,49.8,13.45,36.11,34.13,7.87,0.46985714285714286,61.85,62.0,Satisfactory
Kanpur,2020-09-11,65.9,3.59,32.5,20.09,6.0,0.4697142857142857,66.9,67.0,Satisfactory
Kanpur,2020-09-12,58.79,3.5,29.62,18.32,5.44,0.4695714285714286,71.79,72.0,Satisfactory
Kanpur,2020-09-13,55.14,3.14,24.0,15.05,6.08,0.4694285714285714,78.06,78.0,Satisfactory
Kanpur,2020-09-14,72.34,17.42,27.85,28.6,6.73,0.4692857142857143,66.08,72.0,Satisfactory
Kanpur,2020-09-15,58.85,17.73,29.84,29.35,6.12,0.46914285714285714,62.26,62.0,Satisfactory
Kanpur,2020-09-16,45.12,4.7,24.47,25.28,6.44,0.469,69.78,70.0,Satisfactory
Kanpur,2020-09-17,63.73,14.46,36.92,30.67,7.65,0.46885714285714286,74.68,75.0,Satisfactory
Kanpur,2020-09-18,54.5,12.19,35.75,28.44,6.81,0.4687142857142857,54.19,54.0,Satisfactory
Kanpur,2020-09-19,62.05,3.83,19.92,13.44,5.16,0.4685714285714286,71.21,71.0,Satisfactory
Kanpur,2020-09-20,43.56,3.89,24.26,16.03,5.92,0.4684285714285714,58.95,59.0,Satisfactory
Kanpur,2020-09-21,32.02,3.41,23.57,15.19,6.69,0.4682857142857143,55.84,56.0,Satisfactory
Kanpur,2020-09-22,17.12,4.23,18.7,13.29,6.06,0.46814285714285714,61.91,62.0,Satisfactory
Kanpur,2020-09-23,17.05,14.46,18.13,21.26,7.81,0.468,50.73,51.0,Satisfactory
Kanpur,2020-09-24,13.16,4.34,15.9,11.89,5.3,0.46785714285714286,55.45,55.0,Satisfactory
Kanpur,2020-09-25,27.37,3.53,13.01,9.41,4.58,0.4677142857142857,71.92,72.0,Satisfactory
Kanpur,2020-09-26,100.19,6.86,99.81,58.47,9.66,0.4675714285714286,54.86,100.0,Satisfactory
Kanpur,2020-09-27,52.68,3.94,44.35,26.57,7.24,0.4674285714285714,72.57,73.0,Satisfactory
Kanpur,2020-09-28,55.76,7.63,59.89,49.25,5.95,0.4672857142857143,61.14,61.0,Satisfactory
Kanpur,2020-09-29,75.6,16.47,43.8,35.98,6.06,0.46714285714285714,57.77,76.0,Satisfactory
Kanpur,2020-09-30,66.63,15.09,41.62,34.17,6.73,0.467,58.06,67.0,Satisfactory
Kanpur,2020-10-01,68.97,4.11,43.55,26.32,6.21,0.46685714285714286,59.19,69.0,Satisfactory
Kanpur,2020-10-02,73.5,15.03,33.25,29.34,7.97,0.4667142857142857,63.82,74.0,Satisfactory
Kanpur,2020-10-03,78.01,14.59,55.3,40.95,6.31,0.4665714285714286,62.03,78.0,Satisfactory
Kanpur,2020-10-04,78.28,3.8,47.19,27.82,6.49,0.4664285714285714,55.41,78.0,Satisfactory
Kanpur,2020-10-05,74.06,8.77,68.99,43.78,6.8,0.4662857142857143,48.85,74.0,Satisfactory
Kanpur,2020-10-06,76.14,7.43,76.74,46.51,6.36,0.46614285714285714,48.16,77.0,Satisfactory
Kanpur,2020-10-07,95.37,9.46,88.43,54.69,6.61,0.466,42.36,95.0,Satisfactory
Kanpur,2020-10-08,104.39,26.66,86.28,64.82,7.17,0.46585714285714286,40.0,104.0,Moderate
Kanpur,2020-10-09,83.5,15.43,98.86,64.66,6.74,0.4657142857142857,45.28,99.0,Satisfactory
Kanpur,2020-10-10,81.91,19.55,73.95,54.2,6.33,0.4655714285714286,49.58,82.0,Satisfactory
Kanpur,2020-10-11,81.37,4.01,54.86,32.31,6.29,0.4654285714285714,80.52,81.0,Satisfactory
Kanpur,2020-10-12,62.68,3.98,39.07,32.55,6.37,0.4652857142857143,72.1,72.0,Satisfactory
Kanpur,2020-10-13,62.37,14.7,32.9,29.28,7.97,0.46514285714285714,48.13,62.0,Satisfactory
Kanpur,2020-10-14,81.34,12.59,39.3,31.02,7.9,0.465,44.02,81.0,Satisfactory
