City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Pune,2020-06-22,15.42,24.67,7.09,5.86,16.34,9.25,0.88,14.18,25.0,Good
Pune,2020-06-23,15.91,25.45,7.32,6.04,16.86,9.54,0.95,14.63,25.0,Good
Pune,2020-06-24,50.42,15.66,4.88,20.98,11.04,6.16,1.27,9.29,50.0,Good
Pune,2020-06-25,9.4,15.03,5.07,3.95,11.27,6.0,1.62,9.21,15.0,Good
Pune,2020-06-26,10.13,16.2,5.89,4.25,12.86,6.97,1.55,9.64,16.0,Good
Pune,2020-06-27,10.63,17.0,6.38,4.46,13.81,7.44,1.54,9.99,17.0,Good
Pune,2020-06-28,16.06,25.83,9.44,6.58,20.29,10.85,1.6,13.23,26.0,Good
Pune,2020-06-29,9.27,14.95,5.38,3.74,11.51,6.13,1.53,7.03,15.0,Good
Pune,2020-06-30,9.3,15.0,5.4,3.75,11.55,6.15,1.55,7.05,15.0,Good
Pune,2020-07-01,7.63,12.3,4.7,3.34,10.1,5.28,1.54,6.49,12.0,Good
Pune,2020-07-02,8.12,16.66,5.28,3.84,11.35,5.54,1.42,7.47,17.0,Good
Pune,2020-07-03,10.8,20.18,6.94,5.67,14.75,7.81,1.3,9.5,20.0,Good
Pune,2020-07-04,8.85,15.49,5.64,4.76,11.95,5.23,1.27,7.63,15.0,Good
Pune,2020-07-05,17.47,30.56,11.13,9.39,23.55,12.44,1.22,15.06,31.0,Good
Pune,2020-07-06,16.96,29.68,10.81,9.12,22.89,12.08,1.18,14.63,30.0,Good
Pune,2020-07-07,12.39,21.69,8.28,6.85,17.48,8.99,1.21,10.69,22.0,Good
Pune,2020-07-08,11.8,20.65,8.11,6.64,17.11,9.0,1.31,10.18,21.0,Good
Pune,2020-07-09,16.12,28.22,10.77,8.55,22.75,11.98,1.33,13.91,28.0,Good
Pune,2020-07-10,20.2,35.34,13.13,10.1,27.77,14.64,1.32,17.42,35.0,Good
Pune,2020-07-11,22.5,39.37,14.62,11.25,30.93,16.31,1.15,19.4,39.0,Good
Pune,2020-07-12,14.86,26.01,9.66,7.43,20.44,10.78,1.14,12.82,26.0,Good
Pune,2020-07-13,12.67,22.16,8.23,6.33,17.42,9.18,1.09,10.92,22.0,Good
Pune,2020-07-14,8.13,14.22,5.28,4.06,11.17,5.65,1.06,7.01,14.0,Good
Pune,2020-07-15,5.13,8.97,3.33,2.56,7.05,3.22,1.12,4.42,9.0,Good
Pune,2020-07-16,6.84,11.97,4.45,3.42,9.4,4.41,1.12,5.9,12.0,Good
Pune,2020-07-17,10.0,17.43,6.59,5.1,14.02,7.16,1.06,8.59,17.0,Good
Pune,2020-07-18,11.06,19.12,7.51,5.87,16.12,8.6,1.06,9.42,19.0,Good
Pune,2020-07-19,20.52,35.46,13.93,10.89,29.89,15.96,1.16,17.48,35.0,Good
Pune,2020-07-20,17.14,29.63,11.64,9.1,24.97,13.33,1.04,14.6,30.0,Good
Pune,2020-07-21,22.25,38.45,15.11,11.81,32.41,17.3,1.1,18.95,38.0,Good
Pune,2020-07-22,12.75,22.04,8.66,6.77,18.58,9.92,1.1,10.86,22.0,Good
Pune,2020-07-23,4.65,8.04,3.16,2.47,6.78,3.62,1.01,3.96,8.0,Good
Pune,2020-07-24,4.34,7.51,2.95,2.31,6.33,3.36,0.97,3.7,8.0,Good
Pune,2020-07-25,12.88,22.26,8.74,6.84,18.76,9.37,0.97,10.97,22.0,Good
Pune,2020-07-26,7.82,13.51,5.31,4.15,11.39,5.28,0.99,6.66,14.0,Good
Pune,2020-07-27,5.35,9.24,3.63,2.84,7.79,3.6,0.95,4.56,9.0,Good
Pune,2020-07-28,6.63,11.47,4.5,3.52,9.66,5.04,1.01,5.65,11.0,Good
Pune,2020-07-29,14.19,24.53,9.64,7.53,20.68,10.58,1.07,12.09,25.0,Good
Pune,2020-07-30,9.06,15.66,6.15,4.81,13.2,6.83,1.03,7.72,16.0,Good
Pune,2020-07-31,8.02,13.87,5.45,4.26,11.69,5.73,1.01,6.83,14.0,Good
Pune,2020-08-01,7.91,13.67,5.37,4.2,11.52,5.38,1.03,6.97,14.0,Good
Pune,2020-08-02,10.86,18.76,7.37,5.76,15.81,5.83,0.97,9.78,19.0,Good
Pune,2020-08-03,4.81,8.32,3.27,2.55,7.01,3.05,0.93,4.34,8.0,Good
Pune,2020-08-04,4.14,7.15,2.81,2.2,6.02,1.39,0.97,3.73,7.0,Good
Pune,2020-08-05,5.52,9.54,3.75,2.93,8.04,3.66,0.93,4.98,10.0,Good
Pune,2020-08-06,5.87,10.14,3.99,3.12,8.55,3.85,0.92,5.29,10.0,Good
Pune,2020-08-07,9.94,17.19,6.75,5.28,14.49,7.54,0.96,8.96,17.0,Good
Pune,2020-08-08,11.86,20.5,8.05,6.3,17.28,9.23,0.98,10.69,20.0,Good
Pune,2020-08-09,16.29,28.15,11.06,8.65,23.73,12.67,0.92,14.68,28.0,Good
Pune,2020-08-10,16.23,28.05,11.02,8.61,23.64,12.62,0.89,14.62,28.0,Good
Pune,2020-08-11,10.72,18.53,7.28,5.69,15.61,7.78,0.93,9.66,19.0,Good
Pune,2020-08-12,9.42,16.27,6.39,5.0,13.72,7.32,0.98,8.49,16.0,Good
Pune,2020-08-13,7.02,12.13,4.77,3.73,10.23,5.46,0.98,6.33,12.0,Good
Pune,2020-08-14,8.16,14.11,5.54,4.33,11.89,5.64,0.98,7.36,14.0,Good
Pune,2020-08-15,6.58,11.38,4.47,3.49,9.59,5.12,1.02,5.93,11.0,Good
Pune,2020-08-16,10.63,18.38,7.22,5.64,15.49,7.74,0.96,9.58,18.0,Good
Pune,2020-08-17,7.12,11.91,4.68,3.66,10.04,5.36,0.99,6.49,12.0,Good
Pune,2020-08-18,6.77,11.16,4.38,3.43,9.4,4.69,1.04,6.22,11.0,Good
Pune,2020-08-19,8.92,14.7,5.77,4.51,12.38,6.61,1.02,8.19,15.0,Good
Pune,2020-08-20,9.13,15.03,5.9,4.62,12.66,6.58,1.07,8.37,15.0,Good
Pune,2020-08-21,7.75,12.88,5.13,3.95,11.09,5.03,1.04,6.82,13.0,Good
Pune,2020-08-22,8.09,13.67,5.02,3.85,10.88,5.86,0.98,6.53,14.0,Good
Pune,2020-08-23,12.61,21.43,7.56,5.8,16.39,8.26,0.92,9.83,21.0,Good
Pune,2020-08-24,10.57,17.97,6.68,5.13,14.42,7.74,1.04,8.24,18.0,Good
Pune,2020-08-25,12.63,21.47,8.21,6.32,17.68,9.47,1.14,9.85,21.0,Good
Pune,2020-08-26,13.72,23.33,8.92,7.42,19.21,10.04,1.07,10.7,23.0,Good
Pune,2020-08-27,14.66,24.93,9.53,8.36,20.53,11.0,1.09,11.44,25.0,Good
Pune,2020-08-28,8.29,14.09,5.39,4.72,11.6,6.21,1.09,6.46,14.0,Good
Pune,2020-08-29,8.22,13.97,5.34,4.68,11.5,6.0,1.12,6.41,14.0,Good
Pune,2020-08-30,11.31,19.22,7.35,6.45,15.83,7.94,1.14,8.82,19.0,Good
Pune,2020-08-31,12.02,20.44,7.81,6.85,16.83,8.81,1.18,9.38,20.0,Good
Pune,2020-09-01,12.48,21.21,8.11,7.11,17.47,8.97,1.25,9.73,21.0,Good
Pune,2020-09-02,26.88,45.7,17.47,15.32,37.6,20.16,1.24,20.97,46.0,Good
Pune,2020-09-03,31.48,53.51,20.46,17.94,44.07,23.61,1.17,24.55,54.0,Satisfactory
Pune,2020-09-04,30.41,51.7,19.77,17.34,42.58,22.81,1.19,23.72,52.0,Satisfactory
Pune,2020-09-05,23.75,40.44,16.84,14.77,36.26,19.43,1.15,20.21,40.0,Good
Pune,2020-09-06,20.47,34.91,15.65,13.73,33.71,18.06,1.15,18.78,35.0,Good
Pune,2020-09-07,14.95,25.51,11.43,10.03,24.63,13.19,1.16,13.72,26.0,Good
Pune,2020-09-08,15.41,26.29,11.78,10.07,25.38,13.6,1.08,14.14,26.0,Good
Pune,2020-09-09,19.95,34.03,15.25,12.91,32.85,17.6,1.06,18.3,34.0,Good
Pune,2020-09-10,17.48,29.83,13.37,11.31,28.77,15.06,1.06,16.04,30.0,Good
Pune,2020-09-11,17.64,30.09,13.49,11.41,22.91,15.56,1.0,16.19,30.0,Good
Pune,2020-09-12,10.42,17.77,7.97,6.74,17.16,9.19,0.87,9.56,18.0,Good
Pune,2020-09-13,14.28,24.37,10.92,9.24,23.53,12.6,0.89,13.11,24.0,Good
Pune,2020-09-14,9.13,15.58,6.98,5.91,15.04,8.06,0.89,8.38,16.0,Good
Pune,2020-09-15,10.87,18.54,8.31,7.03,17.9,8.51,0.92,9.98,19.0,Good
Pune,2020-09-16,11.37,19.4,8.69,7.36,18.73,10.03,0.94,10.43,19.0,Good
Pune,2020-09-17,10.98,18.74,8.4,7.11,18.09,9.69,0.99,10.08,19.0,Good
Pune,2020-09-18,14.13,24.11,10.81,9.14,23.28,12.47,1.01,12.97,24.0,Good
Pune,2020-09-19,15.27,26.04,11.68,9.88,25.15,13.47,1.11,14.01,26.0,Good
Pune,2020-09-20,20.12,34.32,15.38,13.02,32.88,17.75,1.14,18.46,34.0,Good
Pune,2020-09-21,14.6,24.91,11.17,9.45,24.05,12.89,1.12,13.4,25.0,Good
Pune,2020-09-22,13.24,22.58,10.12,8.57,21.8,11.68,1.13,12.15,23.0,Good
Pune,2020-09-23,11.97,20.41,9.15,7.74,19.71,7.86,1.14,10.98,20.0,Good
Pune,2020-09-24,7.22,12.32,5.52,4.67,11.9,4.99,1.05,6.63,12.0,Good
Pune,2020-09-25,22.5,38.39,17.21,14.56,8.75,18.39,0.97,4.88,38.0,Good
Pune,2020-09-26,22.332,37.8524,17.054000000000002,14.376800000000001,8.666,18.586000000000002,0.9743999999999999,5.2836,38.0,Good
Pune,2020-09-27,22.164,37.3148,16.898,14.1936,8.582,18.782,0.9788,5.6872,37.0,Good
Pune,2020-09-28,21.996,36.7772,16.742,14.0104,8.498,18.978,0.9832,6.0908,37.0,Good
Pune,2020-09-29,21.828,36.2396,16.586000000000002,13.827200000000001,8.414,19.174,0.9876,6.4944,36.0,Good
Pune,2020-09-30,21.66,35.702,16.43,13.644,8.33,19.37,0.992,6.898,36.0,Good
Pune,2020-10-01,21.492,35.1644,16.274,13.4608,8.246,19.566,0.9964,7.3016000000000005,35.0,Good
Pune,2020-10-02,21.324,34.6268,16.118000000000002,13.2776,8.162,19.762,1.0008,7.7052,35.0,Good
Pune,2020-10-03,21.156,34.0892,15.962,13.0944,8.078,19.958,1.0052,8.1088,34.0,Good
Pune,2020-10-04,20.988,33.5516,15.806000000000001,12.911200000000001,7.994,20.154,1.0096,8.5124,34.0,Good
Pune,2020-10-05,20.82,33.013999999999996,15.65,12.728,7.91,20.35,1.014,8.916,33.0,Good
Pune,2020-10-06,20.652,32.4764,15.494,12.5448,7.8260000000000005,20.546,1.0184,9.319600000000001,32.0,Good
Pune,2020-10-07,20.484,31.9388,15.338000000000001,12.361600000000001,7.742,20.742,1.0228,9.7232,32.0,Good
Pune,2020-10-08,20.316,31.4012,15.182,12.1784,7.658,20.938,1.0272000000000001,10.1268,31.0,Good
Pune,2020-10-09,20.148,30.863599999999998,15.026,11.9952,7.574,21.134,1.0316,10.5304,31.0,Good
Pune,2020-10-10,19.98,30.326,14.870000000000001,11.812000000000001,7.49,21.33,1.036,10.934000000000001,30.0,Good
Pune,2020-10-11,19.812,29.7884,14.714,11.6288,7.406000000000001,21.526,1.0404,11.3376,30.0,Good
Pune,2020-10-12,19.644,29.250799999999998,14.558,11.4456,7.322,21.722,1.0448,11.7412,29.0,Good
Pune,2020-10-13,19.476,28.7132,14.402000000000001,11.2624,7.238,21.918,1.0492000000000001,12.1448,29.0,Good
Pune,2020-10-14,19.308,28.1756,14.246,11.0792,7.154,22.114,1.0536,12.5484,28.0,Good
Pune,2020-10-15,19.14,27.637999999999998,14.09,10.896,7.07,22.31,1.058,12.952000000000002,28.0,Good
Pune,2020-10-16,18.972,27.1004,13.934000000000001,10.712800000000001,6.986000000000001,22.506,1.0624,13.355599999999999,27.0,Good
Pune,2020-10-17,18.804000000000002,26.5628,13.778,10.5296,6.902,22.701999999999998,1.0668,13.7592,27.0,Good
Pune,2020-10-18,18.636,26.025199999999998,13.622,10.3464,6.8180000000000005,22.898,1.0712000000000002,14.1628,26.0,Good
Pune,2020-10-19,18.468,25.4876,13.466000000000001,10.1632,6.734,23.094,1.0756000000000001,14.566400000000002,25.0,Good
Pune,2020-10-20,18.3,24.95,13.31,9.98,6.65,23.29,1.08,14.97,25.0,Good
Pune,2020-10-21,17.56,23.94,12.77,9.58,6.38,22.35,1.07,14.37,24.0,Good
Pune,2020-10-22,20.85,28.43,15.16,11.37,7.58,26.53,1.04,17.06,28.0,Good
Pune,2020-10-23,22.9,31.11,16.65,12.49,8.33,29.14,0.99,18.74,31.0,Good
Pune,2020-10-24,28.54,38.92,20.76,15.57,10.38,36.33,0.97,23.35,39.0,Good
Pune,2020-10-25,29.46,40.17,21.42,16.07,10.71,37.49,0.98,24.1,40.0,Good
Pune,2020-10-26,62.09,85.83,45.15,33.86,22.58,79.02,1.02,50.8,86.0,Satisfactory
Pune,2020-10-27,44.29,60.4,32.21,24.16,16.11,56.37,1.01,36.24,60.0,Satisfactory
Pune,2020-10-28,48.82,66.49,35.51,26.64,17.45,62.15,1.01,39.95,66.0,Satisfactory
Pune,2020-10-29,37.4,59.05,31.46,23.6,12.06,55.06,1.03,35.39,59.0,Satisfactory
Pune,2020-10-30,51.2,69.82,37.25,27.94,18.63,65.19,0.89,41.91,70.0,Satisfactory
Pune,2020-10-31,37.82,53.81,27.5,20.63,13.75,48.13,0.93,30.94,54.0,Satisfactory
Pune,2020-11-01,47.48,64.74,34.53,25.9,17.26,60.43,0.98,38.84,65.0,Satisfactory
Pune,2020-11-02,64.78,90.64,45.75,35.28,24.8,81.02,0.96,54.3,91.0,Satisfactory
Pune,2020-11-03,50.18,70.97,32.02,26.6,20.7,58.62,1.01,42.4,71.0,Satisfactory
Pune,2020-11-04,40.55,50.69,24.09,20.29,15.22,44.38,1.11,30.43,51.0,Satisfactory
Pune,2020-11-05,38.08,47.6,22.61,19.04,14.28,41.65,1.13,28.56,48.0,Good
Pune,2020-11-06,39.22,49.02,23.29,19.61,14.71,42.89,1.08,29.4,49.0,Good
Pune,2020-11-07,43.52,56.0,26.6,22.4,16.8,49.0,1.1,33.6,56.0,Satisfactory
Pune,2020-11-08,41.05,54.74,26.0,21.89,16.42,47.89,1.05,32.84,55.0,Satisfactory
Pune,2020-11-09,37.07,49.43,23.74,19.99,14.84,43.73,1.03,29.98,49.0,Good
Pune,2020-11-10,42.32,56.93,26.82,22.58,16.93,49.4,1.08,33.88,57.0,Satisfactory
Pune,2020-11-11,42.53,56.71,26.93,22.68,17.01,49.61,1.09,34.03,57.0,Satisfactory
Pune,2020-11-12,41.628750000000004,55.4775,26.31125,22.188125,16.686875,48.49875,1.074375,33.1525,55.0,Satisfactory
Pune,2020-11-13,40.7275,54.245000000000005,25.6925,21.69625,16.363750000000003,47.3875,1.05875,32.275,54.0,Satisfactory
Pune,2020-11-14,39.82625,53.0125,25.07375,21.204375,16.040625000000002,46.27625,1.043125,31.3975,53.0,Satisfactory
Pune,2020-11-15,38.925,51.78,24.455,20.7125,15.717500000000001,45.165,1.0275,30.52,52.0,Satisfactory
Pune,2020-11-16,38.02375,50.5475,23.83625,20.220625,15.394375,44.05375,1.011875,29.6425,51.0,Satisfactory
Pune,2020-11-17,37.1225,49.315,23.2175,19.728749999999998,15.071250000000001,42.942499999999995,0.9962500000000001,28.765,49.0,Good
Pune,2020-11-18,36.22125,48.0825,22.598750000000003,19.236875,14.748125000000002,41.83125,0.9806250000000001,27.8875,48.0,Good
Pune,2020-11-19,35.32,46.85,21.98,18.745,14.425,40.72,0.9650000000000001,27.009999999999998,47.0,Good
Pune,2020-11-20,34.41875,45.6175,21.36125,18.253125,14.101875,39.60875,0.9493750000000001,26.1325,46.0,Good
Pune,2020-11-21,33.5175,44.385000000000005,20.7425,17.76125,13.77875,38.4975,0.9337500000000001,25.255,44.0,Good
Pune,2020-11-22,32.61625,43.1525,20.12375,17.269375,13.455625000000001,37.38625,0.918125,24.377499999999998,43.0,Good
Pune,2020-11-23,31.715,41.92,19.505000000000003,16.7775,13.1325,36.275,0.9025,23.5,42.0,Good
Pune,2020-11-24,30.81375,40.6875,18.88625,16.285625,12.809375,35.16375,0.886875,22.6225,41.0,Good
Pune,2020-11-25,29.9125,39.455,18.267500000000002,15.79375,12.48625,34.052499999999995,0.87125,21.744999999999997,39.0,Good
Pune,2020-11-26,29.01125,38.222500000000004,17.64875,15.301875,12.163125,32.94125,0.855625,20.8675,38.0,Good
Pune,2020-11-27,28.11,36.99,17.03,14.81,11.84,31.83,0.84,19.99,37.0,Good
Pune,2020-11-28,20.44,26.89,12.37,10.76,8.6,23.12,0.89,14.52,27.0,Good
Pune,2020-11-29,21.52,28.32,13.03,11.33,9.06,24.35,0.9,15.29,28.0,Good
Pune,2020-11-30,31.03,40.83,18.78,16.33,13.07,35.11,0.89,22.04,41.0,Good
Pune,2020-12-01,31.55,41.51,19.1,16.61,13.29,35.7,0.88,22.42,42.0,Good
Pune,2020-12-02,37.39,49.2,22.63,19.68,15.74,42.31,0.94,26.56,49.0,Good
Pune,2020-12-03,42.72,56.21,25.86,22.48,17.99,48.34,0.98,30.35,56.0,Satisfactory
Pune,2020-12-04,41.97,55.22,25.4,22.09,17.67,47.49,0.99,29.82,55.0,Satisfactory
Pune,2020-12-05,40.47,53.25,24.5,21.3,17.04,45.8,0.96,28.76,53.0,Satisfactory
Pune,2020-12-06,46.35,60.99,28.05,24.4,19.52,52.45,0.94,32.93,61.0,Satisfactory
Pune,2020-12-07,41.56,54.69,25.16,21.88,17.5,47.02,0.91,29.55,55.0,Satisfactory
Pune,2020-12-08,39.46,51.93,23.89,20.77,16.62,44.66,0.93,28.04,52.0,Satisfactory
Pune,2020-12-09,33.02,43.44,19.99,17.38,13.9,37.38,0.98,23.47,43.0,Good
Pune,2020-12-10,36.03,47.39,21.82,18.97,15.17,40.79,0.93,25.61,47.0,Good
Pune,2020-12-11,42.66,56.13,25.82,22.45,17.96,48.25,0.95,30.31,56.0,Satisfactory
Pune,2020-12-12,36.35,47.81,22.0,19.13,15.3,41.13,0.96,25.83,48.0,Good
Pune,2020-12-13,34.56,45.47,20.92,18.19,14.55,39.1,0.96,24.55,45.0,Good
Pune,2020-12-14,33.22,43.71,20.11,17.49,13.99,37.6,0.99,23.61,44.0,Good
Pune,2020-12-15,38.94,51.24,23.57,20.5,16.4,44.07,1.03,27.67,51.0,Satisfactory
Pune,2020-12-16,37.68,49.57,22.8,19.83,15.86,42.63,1.08,26.77,50.0,Good
Pune,2020-12-17,34.28,45.1,20.75,18.04,14.43,38.23,1.1,24.36,45.0,Good
Pune,2020-12-18,37.62,49.5,22.77,19.8,15.84,42.57,1.05,26.73,50.0,Good
Pune,2020-12-19,47.37,62.34,28.67,24.93,19.94,53.6,1.09,33.66,62.0,Satisfactory
Pune,2020-12-20,38.78,51.02,23.47,20.4,16.32,43.87,1.1,27.55,51.0,Satisfactory
Pune,2020-12-21,40.94,53.87,24.78,21.55,17.24,46.33,1.09,29.09,54.0,Satisfactory
Pune,2020-12-22,44.71,58.83,27.06,23.53,18.82,50.59,1.15,31.76,59.0,Satisfactory
Pune,2020-12-23,50.38,66.29,30.51,26.53,21.21,57.03,1.11,35.81,66.0,Satisfactory
Pune,2020-12-24,40.43,53.2,24.47,21.28,17.02,45.75,1.1,28.73,53.0,Satisfactory
Pune,2020-12-25,41.97,55.22,25.4,22.09,17.67,47.46,1.09,29.82,55.0,Satisfactory
Pune,2020-12-26,52.04,68.47,31.5,27.39,21.91,58.89,1.08,36.98,68.0,Satisfactory
Pune,2020-12-27,36.37,47.86,22.01,19.14,15.31,41.15,1.05,25.84,48.0,Good
Pune,2020-12-28,34.87,45.88,21.1,18.35,14.68,39.45,1.02,24.77,46.0,Good
Pune,2020-12-29,30.98,40.76,18.75,16.3,13.04,35.05,1.0,22.01,41.0,Good
Pune,2020-12-30,42.46,55.87,25.7,22.35,17.88,46.41,0.88,30.17,56.0,Satisfactory
Pune,2020-12-31,47.01,61.86,28.45,24.74,19.79,53.2,1.03,33.4,62.0,Satisfactory
Pune,2021-01-01,40.97,53.91,24.8,21.56,17.25,45.76,1.1,29.11,54.0,Satisfactory
Pune,2021-01-02,37.8,49.74,22.88,19.9,15.92,42.78,1.12,26.86,50.0,Good
Pune,2021-01-03,41.86,55.09,25.34,22.03,17.63,47.37,1.08,29.75,55.0,Satisfactory
Pune,2021-01-04,35.7,46.98,21.61,18.79,15.03,40.38,1.07,25.37,47.0,Good
Pune,2021-01-05,32.03,42.14,19.39,16.86,13.49,36.24,1.08,22.76,42.0,Good
Pune,2021-01-06,32.87,43.25,19.9,17.3,13.84,37.2,1.09,23.36,43.0,Good
Pune,2021-01-07,28.37,37.33,17.18,14.94,11.94,32.12,1.01,20.17,37.0,Good
Pune,2021-01-08,16.48,21.68,9.97,8.67,6.94,18.65,0.95,11.71,22.0,Good
Pune,2021-01-09,28.77,37.86,17.42,15.14,12.12,32.56,1.0,20.45,38.0,Good
Pune,2021-01-10,26.47,34.83,16.02,13.93,11.15,29.95,1.05,18.8,35.0,Good
Pune,2021-01-11,26.39,34.73,15.98,13.89,11.11,29.87,1.05,18.75,35.0,Good
Pune,2021-01-12,35.65,46.91,21.58,18.76,15.01,40.34,1.0,25.33,47.0,Good
Pune,2021-01-13,28.14,37.02,17.03,14.81,11.85,31.84,1.01,19.99,37.0,Good
Pune,2021-01-14,28.19,37.09,17.06,14.84,11.87,31.23,1.01,20.03,37.0,Good
Pune,2021-01-15,25.28,32.55,14.59,12.69,10.06,27.28,1.02,17.41,33.0,Good
Pune,2021-01-16,29.67,38.44,16.36,14.23,11.89,30.59,0.95,19.68,38.0,Good
Pune,2021-01-17,26.12,34.37,15.81,13.75,11.0,29.56,1.07,18.56,34.0,Good
Pune,2021-01-18,31.01,40.8,18.77,16.32,13.06,35.09,1.09,22.03,41.0,Good
Pune,2021-01-19,32.16,42.32,19.47,16.93,13.54,36.38,1.03,22.85,42.0,Good
Pune,2021-01-20,24.71,32.51,14.95,13.0,10.4,27.96,1.05,17.56,33.0,Good
Pune,2021-01-21,17.26,22.71,10.45,9.09,7.27,19.53,1.0,12.26,23.0,Good
Pune,2021-01-22,32.75,43.1,19.82,17.24,13.79,37.06,0.99,23.27,43.0,Good
Pune,2021-01-23,33.18,43.66,20.08,17.46,13.97,37.55,1.03,23.57,44.0,Good
Pune,2021-01-24,31.28,41.16,18.93,16.46,13.17,35.39,1.06,22.22,41.0,Good
Pune,2021-01-25,32.36,42.58,19.59,17.03,13.63,36.62,1.0,22.99,43.0,Good
Pune,2021-01-26,26.87,35.35,16.26,14.14,11.31,30.4,0.99,19.09,35.0,Good
Pune,2021-01-27,26.66,35.08,16.14,14.03,11.22,30.17,0.75,18.94,35.0,Good
Pune,2021-01-28,34.04,44.79,20.645,17.95,14.36,38.595,0.94,24.23,45.0,Good
Pune,2021-01-29,41.42,54.5,25.15,21.87,17.5,47.02,1.13,29.52,54.0,Satisfactory
Pune,2021-01-30,52.69,69.33,31.89,27.73,22.19,59.63,0.95,37.44,69.0,Satisfactory
Pune,2021-01-31,54.54,71.77,33.01,28.71,22.97,61.68,0.86,38.76,72.0,Satisfactory
Pune,2021-02-01,60.51,79.62,36.63,31.85,25.48,68.47,0.91,43.0,80.0,Satisfactory
Pune,2021-02-02,55.85,73.48,33.8,29.39,23.51,63.2,0.98,39.68,73.0,Satisfactory
Pune,2021-02-03,53.15,69.93,32.17,27.97,22.38,60.14,0.88,37.76,70.0,Satisfactory
Pune,2021-02-04,51.57,67.86,31.22,27.14,21.72,58.36,1.13,36.64,68.0,Satisfactory
Pune,2021-02-05,46.42,61.04,28.09,24.43,19.54,52.52,0.96,32.98,61.0,Satisfactory
Pune,2021-02-06,51.78,68.12,31.34,27.25,21.8,58.59,0.98,36.79,68.0,Satisfactory
Pune,2021-02-07,50.66,66.66,30.66,26.67,21.33,57.33,0.98,36.0,67.0,Satisfactory
Pune,2021-02-08,60.79,80.03,36.83,32.01,25.61,68.86,0.97,43.24,80.0,Satisfactory
Pune,2021-02-09,63.47,85.4,38.42,34.16,27.33,71.82,0.96,45.1,85.0,Satisfactory
Pune,2021-02-10,55.87,73.52,33.82,29.41,23.53,63.22,1.01,39.7,74.0,Satisfactory
Pune,2021-02-11,51.6,67.9,31.23,27.16,21.73,58.39,1.02,36.66,68.0,Satisfactory
Pune,2021-02-12,56.54,74.4,34.22,29.76,23.8,63.98,1.05,40.17,74.0,Satisfactory
Pune,2021-02-13,59.07,77.72,35.75,31.09,24.87,66.77,1.05,41.97,78.0,Satisfactory
Pune,2021-02-14,53.47,70.36,32.36,28.14,22.51,60.51,1.07,37.99,70.0,Satisfactory
Pune,2021-02-15,49.58,65.25,30.01,26.09,20.87,56.08,1.12,35.23,65.0,Satisfactory
Pune,2021-02-16,47.48,62.47,28.74,24.99,19.99,53.73,1.07,33.74,62.0,Satisfactory
Pune,2021-02-17,50.74,66.76,30.71,26.7,21.36,57.41,1.08,36.05,67.0,Satisfactory
Pune,2021-02-18,42.48,55.9,25.71,22.36,17.89,48.05,1.12,30.19,56.0,Satisfactory
Pune,2021-02-19,31.37,41.27,18.99,16.51,13.21,35.49,0.97,22.29,41.0,Good
Pune,2021-02-20,40.96,53.89,24.79,21.56,17.25,46.35,0.99,29.11,54.0,Satisfactory
Pune,2021-02-21,55.46,72.97,33.57,29.19,23.35,62.75,1.02,39.4,73.0,Satisfactory
Pune,2021-02-22,55.7,73.29,33.72,29.32,23.45,63.03,1.16,39.58,73.0,Satisfactory
Pune,2021-02-23,54.35,71.5,32.89,28.6,22.88,61.5,1.13,38.62,72.0,Satisfactory
Pune,2021-02-24,53.28,70.11,32.25,28.04,22.44,60.29,1.16,37.86,70.0,Satisfactory
Pune,2021-02-25,43.97,57.11,26.49,22.84,18.7,49.32,1.16,31.34,57.0,Satisfactory
Pune,2021-02-26,36.96,47.51,22.18,19.01,15.84,41.19,1.19,26.4,48.0,Good
Pune,2021-02-27,45.55,58.56,27.33,23.42,19.52,50.75,1.24,32.53,59.0,Satisfactory
Pune,2021-02-28,41.86,53.82,25.11,21.53,17.94,46.64,1.21,29.9,54.0,Satisfactory
Pune,2021-03-01,46.81,60.18,28.08,24.07,20.06,52.16,1.17,33.43,60.0,Satisfactory
Pune,2021-03-02,45.86,58.96,27.51,23.58,19.65,51.1,1.15,32.75,59.0,Satisfactory
Pune,2021-03-03,47.94,61.6,28.76,24.65,20.54,53.42,1.12,34.24,62.0,Satisfactory
Pune,2021-03-04,50.19,64.53,30.12,25.81,21.51,55.93,1.12,35.85,65.0,Satisfactory
Pune,2021-03-05,49.98,64.27,29.99,25.7,21.42,55.69,1.12,35.7,64.0,Satisfactory
Pune,2021-03-06,40.33,51.85,25.25,21.64,18.04,46.9,1.1,30.06,52.0,Satisfactory
Pune,2021-03-07,40.12,51.58,24.08,20.64,17.2,44.72,1.16,28.67,52.0,Satisfactory
Pune,2021-03-08,46.0,59.44,27.6,23.66,19.71,51.26,1.14,32.86,59.0,Satisfactory
Pune,2021-03-09,51.95,66.8,31.17,26.72,22.27,56.03,1.09,37.11,67.0,Satisfactory
Pune,2021-03-10,47.02,60.45,28.21,24.18,20.15,52.4,1.2,33.59,60.0,Satisfactory
Pune,2021-03-11,42.77,54.99,25.67,22.0,18.33,47.67,1.18,30.76,55.0,Satisfactory
Pune,2021-03-12,32.88,42.27,19.73,16.91,14.09,36.63,0.95,23.48,42.0,Good
