City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Jodhpur,2019-11-12,75.59,170.62,36.0,27.28,41.87,2.47,13.74,39.78,171.0,Moderate
Jodhpur,2019-11-13,69.28,145.16,19.11,22.64,25.32,2.61,8.5,31.67,145.0,Moderate
Jodhpur,2019-11-14,59.63,114.4,32.37,25.63,37.92,2.1,8.67,34.4,114.0,Moderate
Jodhpur,2019-11-15,60.22,143.09,41.55,35.57,48.16,1.98,8.48,32.45,143.0,Moderate
Jodhpur,2019-11-16,62.66,169.21,48.6,35.31,52.57,2.03,8.76,34.15,169.0,Moderate
Jodhpur,2019-11-17,57.07,108.98,42.24,32.39,50.99,1.86,7.33,26.3,109.0,Moderate
Jodhpur,2019-11-18,58.72,140.34,49.12,42.95,62.48,2.12,9.73,28.28,140.0,Moderate
Jodhpur,2019-11-19,56.67,129.85,83.75,42.46,120.96,2.19,9.91,39.29,130.0,Moderate
Jodhpur,2019-11-20,68.82,183.6,79.06,43.57,98.04,3.14,11.36,28.21,184.0,Moderate
Jodhpur,2019-11-21,66.95,167.43,45.58,43.59,58.43,2.29,10.28,35.26,167.0,Moderate
Jodhpur,2019-11-22,70.04,147.1,31.84,30.66,38.35,2.43,9.12,39.26,147.0,Moderate
Jodhpur,2019-11-23,89.6,231.05,26.53,16.91,27.72,1.58,6.28,37.86,231.0,Poor
Jodhpur,2019-11-24,89.41,155.46,15.55,21.72,21.91,1.42,7.54,36.03,155.0,Moderate
Jodhpur,2019-11-25,72.1,130.28,23.74,16.4,29.32,1.22,7.54,39.41,130.0,Moderate
Jodhpur,2019-11-26,89.77,161.17,24.54,15.66,23.72,1.16,7.42,36.71,161.0,Moderate
Jodhpur,2019-11-27,93.88,172.34,25.62,13.14,24.08,0.69,6.96,35.02,172.0,Moderate
Jodhpur,2019-11-28,76.64,151.86,20.79,15.46,22.08,0.7,8.05,28.69,152.0,Moderate
Jodhpur,2019-11-29,54.14,125.59,16.41,14.67,18.55,0.91,7.89,26.7,126.0,Moderate
Jodhpur,2019-11-30,75.67,138.73,23.24,14.78,23.52,0.81,7.92,28.99,139.0,Moderate
Jodhpur,2019-12-01,62.74,130.43,27.03,16.85,27.03,0.91,8.32,25.02,130.0,Moderate
Jodhpur,2019-12-02,61.41,158.8,34.29,33.26,40.34,1.08,9.2,29.17,159.0,Moderate
Jodhpur,2019-12-03,88.64,169.47,35.3,15.68,34.41,1.01,8.3,26.61,169.0,Moderate
Jodhpur,2019-12-04,95.78,165.3,29.43,18.57,32.07,0.9,7.8,25.35,165.0,Moderate
Jodhpur,2019-12-05,84.31,143.39,18.13,18.52,22.75,0.88,6.95,24.85,143.0,Moderate
Jodhpur,2019-12-06,79.04,157.82,17.25,18.03,21.86,0.92,6.76,30.14,158.0,Moderate
Jodhpur,2019-12-07,104.03,197.53,18.82,15.14,21.59,0.9,7.39,31.03,198.0,Moderate
Jodhpur,2019-12-08,98.21,203.16,17.65,17.12,21.86,0.8,7.37,32.8,203.0,Poor
Jodhpur,2019-12-09,109.66,222.0,25.61,17.15,28.24,0.83,8.87,22.5,222.0,Poor
Jodhpur,2019-12-10,110.81,258.89,52.6,18.23,50.48,1.06,10.98,32.29,259.0,Poor
Jodhpur,2019-12-11,118.58,259.2,55.37,25.49,55.55,0.79,7.61,27.2,259.0,Poor
Jodhpur,2019-12-12,83.0,166.9,24.52,21.58,27.53,1.04,5.64,40.15,167.0,Moderate
Jodhpur,2019-12-13,75.34,143.22,22.48,13.63,21.71,0.97,6.34,32.75,143.0,Moderate
Jodhpur,2019-12-14,60.49,142.28,27.42,16.62,27.32,1.17,7.04,24.16,142.0,Moderate
Jodhpur,2019-12-15,60.58,132.62,25.3,15.37,24.92,1.03,6.68,24.13,133.0,Moderate
Jodhpur,2019-12-16,54.12,127.03,23.94,16.19,24.29,0.89,6.14,32.98,127.0,Moderate
Jodhpur,2019-12-17,64.49,123.7,27.02,15.25,25.5,1.01,6.48,30.34,124.0,Moderate
Jodhpur,2019-12-18,65.32,144.45,28.43,16.76,28.16,1.13,6.27,34.13,144.0,Moderate
Jodhpur,2019-12-19,75.76,139.46,29.53,20.03,30.74,0.87,6.58,36.35,139.0,Moderate
Jodhpur,2019-12-20,77.98,174.48,34.88,21.11,35.65,1.14,7.89,32.18,174.0,Moderate
Jodhpur,2019-12-21,74.76,143.7,29.02,18.22,29.27,0.89,6.2,40.04,144.0,Moderate
Jodhpur,2019-12-22,52.85,119.11,25.37,16.86,25.72,1.0,6.32,31.26,119.0,Moderate
Jodhpur,2019-12-23,66.96,127.25,33.26,19.81,35.25,0.87,7.58,35.12,127.0,Moderate
Jodhpur,2019-12-24,59.86,147.03,39.59,18.69,38.54,0.79,7.19,28.38,147.0,Moderate
Jodhpur,2019-12-25,91.39,173.24,32.6,9.86,30.41,1.09,7.11,27.06,173.0,Moderate
Jodhpur,2019-12-26,73.8,169.07,59.57,16.72,56.8,1.13,8.79,35.74,169.0,Moderate
Jodhpur,2019-12-27,117.36,206.16,84.53,24.3,104.62,0.87,8.75,31.3,206.0,Poor
Jodhpur,2019-12-28,68.68,153.03,84.56,16.0,69.69,0.72,7.49,28.28,153.0,Moderate
Jodhpur,2019-12-29,71.2,143.65,53.86,25.91,55.79,0.73,7.3,27.99,144.0,Moderate
Jodhpur,2019-12-30,86.59,158.93,45.73,25.39,42.57,0.85,7.54,23.8,159.0,Moderate
Jodhpur,2019-12-31,92.81,188.49,28.95,38.72,43.56,0.95,7.45,30.58,188.0,Moderate
Jodhpur,2020-01-01,119.05,243.37,32.13,40.42,46.79,1.28,5.81,25.49,243.0,Poor
Jodhpur,2020-01-02,154.98,242.64,43.73,25.04,48.99,1.33,7.21,16.93,243.0,Poor
Jodhpur,2020-01-03,94.17,176.37,35.47,21.89,40.66,0.81,7.14,21.65,176.0,Moderate
Jodhpur,2020-01-04,86.48,195.45,58.85,22.23,59.69,1.16,8.19,14.35,195.0,Moderate
Jodhpur,2020-01-05,117.87,243.78,85.35,24.69,82.41,1.15,8.71,19.02,244.0,Poor
Jodhpur,2020-01-06,83.98,180.29,57.32,24.36,59.41,1.15,7.41,21.96,180.0,Moderate
Jodhpur,2020-01-07,93.76,182.92,37.88,17.3,39.67,1.27,9.07,26.66,183.0,Moderate
Jodhpur,2020-01-08,43.71,105.52,33.71,16.01,35.77,1.08,10.06,28.41,106.0,Moderate
Jodhpur,2020-01-09,47.4,115.01,38.52,17.85,40.27,1.68,10.0,26.18,115.0,Moderate
Jodhpur,2020-01-10,56.69,123.75,39.31,20.13,42.49,1.33,10.04,26.42,124.0,Moderate
Jodhpur,2020-01-11,69.41,141.67,39.56,20.21,42.61,1.33,9.3,24.93,142.0,Moderate
Jodhpur,2020-01-12,94.27,195.07,63.2,22.58,63.03,0.93,13.76,35.47,195.0,Moderate
Jodhpur,2020-01-13,84.06,162.06,52.45,16.64,51.14,0.68,8.03,17.23,162.0,Moderate
Jodhpur,2020-01-14,43.4,89.9,32.2,20.77,37.16,0.63,9.73,23.77,90.0,Satisfactory
Jodhpur,2020-01-15,55.78,94.22,40.03,16.62,41.5,0.49,8.27,19.51,94.0,Satisfactory
Jodhpur,2020-01-16,60.67,111.23,33.83,15.25,35.24,0.78,7.08,20.74,111.0,Moderate
Jodhpur,2020-01-17,58.26,134.55,32.04,17.32,34.93,0.65,6.8,27.73,135.0,Moderate
Jodhpur,2020-01-18,52.58,105.26,29.21,22.33,38.72,0.68,5.98,23.95,105.0,Moderate
Jodhpur,2020-01-19,56.58,111.61,30.74,24.31,43.6,0.6,6.15,45.72,112.0,Moderate
Jodhpur,2020-01-20,86.23,153.95,31.79,28.42,46.17,0.64,7.32,29.27,154.0,Moderate
Jodhpur,2020-01-21,69.58,147.09,34.6,26.65,47.54,0.63,6.34,37.33,147.0,Moderate
Jodhpur,2020-01-22,78.81,156.29,29.75,34.72,47.51,1.02,6.06,38.03,156.0,Moderate
Jodhpur,2020-01-23,51.06,98.46,18.99,36.18,37.32,0.83,7.79,36.23,98.0,Satisfactory
Jodhpur,2020-01-24,53.02,120.1,37.38,40.9,47.58,0.81,7.3,39.6,120.0,Moderate
Jodhpur,2020-01-25,85.36,207.07,95.87,52.9,100.81,0.89,14.09,48.47,207.0,Poor
Jodhpur,2020-01-26,106.34,211.17,74.2,48.74,81.46,0.84,7.41,36.3,211.0,Poor
Jodhpur,2020-01-27,89.57,176.85,60.22,34.49,62.89,0.55,7.09,10.78,177.0,Moderate
Jodhpur,2020-01-28,57.91,102.02,25.65,25.28,30.29,0.68,5.82,26.57,102.0,Moderate
Jodhpur,2020-01-29,65.31,126.74,42.84,28.52,45.88,0.94,7.63,25.47,127.0,Moderate
Jodhpur,2020-01-30,52.61,111.11,43.47,24.02,43.84,0.91,7.25,14.71,111.0,Moderate
Jodhpur,2020-01-31,67.35,109.14,57.74,27.72,62.77,1.06,7.79,36.9,109.0,Moderate
Jodhpur,2020-02-01,95.0,253.9,73.68,36.87,74.78,0.72,9.49,52.85,254.0,Poor
Jodhpur,2020-02-02,70.95,143.09,30.48,42.44,43.48,0.65,7.91,37.56,143.0,Moderate
Jodhpur,2020-02-03,78.17,145.72,32.38,36.13,41.79,0.72,9.36,50.79,146.0,Moderate
Jodhpur,2020-02-04,61.29,145.15,33.88,35.55,42.03,0.86,8.28,35.97,145.0,Moderate
Jodhpur,2020-02-05,75.33,143.24,34.56,27.64,38.43,0.74,7.01,37.53,143.0,Moderate
Jodhpur,2020-02-06,73.5,137.64,38.01,26.66,40.63,0.8,7.75,22.55,138.0,Moderate
Jodhpur,2020-02-07,67.54,135.63,41.03,31.62,45.78,0.86,6.8,19.42,136.0,Moderate
Jodhpur,2020-02-08,76.93,146.27,39.39,32.23,44.6,1.13,7.02,17.86,146.0,Moderate
Jodhpur,2020-02-09,52.19,178.13,41.85,35.17,55.21,0.34,9.65,40.41,178.0,Moderate
Jodhpur,2020-02-10,88.74,170.56,57.06,30.39,55.93,1.07,9.08,32.77,171.0,Moderate
Jodhpur,2020-02-11,72.97,177.74,53.43,43.21,85.17,1.05,8.56,64.99,178.0,Moderate
Jodhpur,2020-02-12,86.76,177.55,34.97,40.6,43.14,1.12,6.49,48.23,178.0,Moderate
Jodhpur,2020-02-13,67.31,156.31,16.89,27.15,23.19,0.92,5.29,61.76,156.0,Moderate
Jodhpur,2020-02-14,72.21,149.51,43.02,31.82,54.58,1.51,5.53,43.49,150.0,Moderate
Jodhpur,2020-02-15,87.77,163.78,38.34,31.34,41.91,0.75,6.15,37.44,164.0,Moderate
Jodhpur,2020-02-16,105.25,217.52,65.68,31.34,58.92,0.71,8.83,45.94,218.0,Poor
Jodhpur,2020-02-17,95.45,171.5,33.75,29.22,37.36,0.88,5.62,32.04,172.0,Moderate
Jodhpur,2020-02-18,86.79,170.13,40.28,9.97,32.58,1.58,8.22,40.92,170.0,Moderate
Jodhpur,2020-02-19,117.74,246.76,38.96,10.76,31.98,0.91,6.65,31.18,247.0,Poor
Jodhpur,2020-02-20,105.48,226.57,55.71,19.69,52.03,0.76,6.86,53.89,227.0,Poor
Jodhpur,2020-02-21,79.08,203.14,77.02,24.58,67.54,0.83,9.13,38.72,203.0,Poor
Jodhpur,2020-02-22,78.11,152.51,60.76,25.23,55.65,0.81,8.68,33.15,153.0,Moderate
Jodhpur,2020-02-23,80.8,185.77,54.93,24.58,49.94,0.77,8.72,36.41,186.0,Moderate
Jodhpur,2020-02-24,61.69,162.01,75.57,26.35,67.12,0.87,9.08,37.81,162.0,Moderate
Jodhpur,2020-02-25,71.55,212.68,58.16,29.85,57.19,0.97,11.81,34.52,213.0,Poor
Jodhpur,2020-02-26,115.1,179.26,29.47,27.74,34.98,0.83,12.09,28.04,179.0,Moderate
Jodhpur,2020-02-27,88.3,186.07,30.37,23.77,35.06,0.8,9.87,38.86,186.0,Moderate
Jodhpur,2020-02-28,88.65,181.49,28.61,24.48,34.08,1.45,9.04,36.75,181.0,Moderate
Jodhpur,2020-02-29,77.14,192.84,35.75,27.14,38.75,0.91,9.07,44.82,193.0,Moderate
Jodhpur,2020-03-01,70.92,168.71,27.09,25.79,33.4,1.02,8.54,31.36,169.0,Moderate
Jodhpur,2020-03-02,67.67,138.63,28.34,24.45,33.79,0.81,8.74,28.21,139.0,Moderate
Jodhpur,2020-03-03,54.36,129.81,19.5,32.18,32.48,0.95,9.17,54.1,130.0,Moderate
Jodhpur,2020-03-04,97.11,175.2,14.52,40.55,34.49,0.88,9.36,36.03,175.0,Moderate
Jodhpur,2020-03-05,94.84,190.11,12.67,35.01,29.17,1.25,8.82,14.79,190.0,Moderate
Jodhpur,2020-03-06,45.3,75.63,29.24,23.35,34.68,0.8,8.76,27.48,76.0,Satisfactory
Jodhpur,2020-03-07,37.32,122.96,30.02,37.41,40.59,0.88,9.63,33.34,123.0,Moderate
Jodhpur,2020-03-08,65.5,165.78,34.7,53.22,53.46,0.57,8.48,40.32,166.0,Moderate
Jodhpur,2020-03-09,55.04,186.83,57.45,50.96,73.25,0.99,8.68,33.56,187.0,Moderate
Jodhpur,2020-03-10,46.36,103.34,40.13,32.51,59.01,0.95,9.41,60.27,103.0,Moderate
Jodhpur,2020-03-11,53.88,87.6,33.13,26.66,38.84,0.8,9.76,40.63,88.0,Satisfactory
Jodhpur,2020-03-12,58.87,197.01,29.65,31.86,39.81,1.11,8.86,33.02,197.0,Moderate
Jodhpur,2020-03-13,118.11,291.81,36.04,39.89,48.61,1.14,7.73,31.55,292.0,Poor
Jodhpur,2020-03-14,83.17,195.31,23.9,38.43,39.65,1.05,9.12,31.96,195.0,Moderate
Jodhpur,2020-03-15,84.66,148.19,13.08,13.26,18.27,0.98,7.67,19.64,148.0,Moderate
Jodhpur,2020-03-16,56.64,98.75,41.05,37.47,51.53,1.3,10.47,31.98,99.0,Satisfactory
Jodhpur,2020-03-17,71.21,156.9,41.07,60.64,62.22,1.22,9.36,45.11,157.0,Moderate
Jodhpur,2020-03-18,87.01,172.74,76.54,95.88,102.81,1.76,10.36,41.33,173.0,Moderate
Jodhpur,2020-03-19,113.47,222.19,153.74,106.67,158.04,1.38,10.59,42.0,222.0,Poor
Jodhpur,2020-03-20,104.01,199.84,101.77,82.74,122.53,0.73,8.66,52.06,200.0,Moderate
Jodhpur,2020-03-21,71.27,163.85,31.22,48.3,49.33,0.89,8.09,60.52,164.0,Moderate
Jodhpur,2020-03-22,51.6,126.64,9.22,23.79,20.5,0.91,6.93,56.37,127.0,Moderate
Jodhpur,2020-03-23,49.13,93.2,125.99,46.17,122.96,1.17,9.85,51.88,126.0,Moderate
Jodhpur,2020-03-24,47.62,100.35,8.54,16.71,15.98,0.84,8.64,39.66,100.0,Satisfactory
Jodhpur,2020-03-25,55.55,100.04,6.8,9.91,10.88,0.93,8.66,45.16,100.0,Satisfactory
Jodhpur,2020-03-26,76.78,141.95,3.55,7.96,7.5,0.9,9.58,34.29,142.0,Moderate
Jodhpur,2020-03-27,19.64,37.79,5.17,14.4,12.41,0.71,10.2,33.07,38.0,Good
Jodhpur,2020-03-28,22.47,62.22,39.09,36.48,50.05,1.07,10.96,37.62,62.0,Satisfactory
Jodhpur,2020-03-29,48.37,77.06,29.14,34.37,40.73,1.19,8.05,46.46,77.0,Satisfactory
Jodhpur,2020-03-30,34.91,84.24,10.58,28.25,23.24,1.2,7.68,52.42,84.0,Satisfactory
Jodhpur,2020-03-31,46.52,96.51,11.51,22.55,20.76,1.44,7.26,52.64,97.0,Satisfactory
Jodhpur,2020-04-01,72.35,158.63,13.16,19.82,20.23,1.12,8.28,38.34,159.0,Moderate
Jodhpur,2020-04-02,35.73,65.08,16.83,16.6,21.5,1.18,8.27,41.74,65.0,Satisfactory
Jodhpur,2020-04-03,38.55,70.35,27.8,20.44,32.36,1.36,9.44,23.15,70.0,Satisfactory
Jodhpur,2020-04-04,37.28,73.03,23.77,24.72,31.59,0.65,5.47,23.86,73.0,Satisfactory
Jodhpur,2020-04-05,79.69,133.45,4.32,20.24,13.68,0.42,4.4,40.45,133.0,Moderate
Jodhpur,2020-04-06,54.43,102.17,21.17,21.05,27.61,0.53,5.69,34.06,102.0,Moderate
Jodhpur,2020-04-07,51.11,97.02,2.53,13.75,8.63,0.39,2.76,43.27,97.0,Satisfactory
Jodhpur,2020-04-08,41.2,88.87,2.59,12.68,8.23,0.51,3.88,49.02,89.0,Satisfactory
Jodhpur,2020-04-09,42.03,99.42,2.9,16.69,10.58,0.49,4.6,52.84,99.0,Satisfactory
Jodhpur,2020-04-10,51.77,109.93,2.76,15.94,10.08,0.5,4.62,41.9,110.0,Moderate
Jodhpur,2020-04-11,45.36,91.19,2.52,14.65,9.13,0.44,4.26,45.45,91.0,Satisfactory
Jodhpur,2020-04-12,54.52,106.25,3.68,20.13,12.96,0.46,4.38,39.21,106.0,Moderate
Jodhpur,2020-04-13,43.5,97.36,3.76,17.63,11.57,0.47,7.79,44.8,97.0,Satisfactory
Jodhpur,2020-04-14,59.22,129.46,2.88,15.62,9.75,0.46,4.53,44.79,129.0,Moderate
Jodhpur,2020-04-15,42.74,95.09,20.6,20.86,27.03,0.46,5.01,36.44,95.0,Satisfactory
Jodhpur,2020-04-16,47.4,97.08,64.82,31.3,67.85,0.5,6.62,32.73,97.0,Satisfactory
Jodhpur,2020-04-17,50.9,104.62,24.38,22.6,31.2,0.54,5.16,34.33,105.0,Moderate
Jodhpur,2020-04-18,61.5,111.64,6.22,13.58,10.87,0.46,4.38,35.27,112.0,Moderate
Jodhpur,2020-04-19,37.59,75.25,45.3,25.89,49.31,0.41,4.95,47.63,75.0,Satisfactory
Jodhpur,2020-04-20,33.07,83.87,5.6,20.38,14.49,0.38,4.81,35.16,84.0,Satisfactory
Jodhpur,2020-04-21,32.29,83.83,25.13,19.11,30.56,0.59,5.26,42.76,84.0,Satisfactory
Jodhpur,2020-04-22,31.35,95.93,5.58,26.99,18.15,0.88,5.18,46.24,96.0,Satisfactory
Jodhpur,2020-04-23,51.41,108.65,7.91,14.97,13.78,0.66,4.9,43.71,109.0,Moderate
Jodhpur,2020-04-24,43.55,87.42,117.28,15.92,102.61,0.63,5.54,41.64,117.0,Moderate
Jodhpur,2020-04-25,74.28,155.95,9.87,22.25,20.63,0.51,5.45,41.0,156.0,Moderate
Jodhpur,2020-04-26,50.44,98.78,15.24,25.88,27.06,0.61,5.31,28.24,99.0,Satisfactory
Jodhpur,2020-04-27,39.95,77.84,33.99,30.64,47.26,0.55,5.09,32.53,78.0,Satisfactory
Jodhpur,2020-04-28,37.79,72.61,94.08,35.64,95.92,0.67,5.41,33.92,96.0,Satisfactory
Jodhpur,2020-04-29,56.89,96.75,9.08,21.6,20.77,0.73,5.56,54.69,97.0,Satisfactory
Jodhpur,2020-04-30,42.0,89.76,26.07,18.76,31.42,0.62,4.7,65.39,90.0,Satisfactory
Jodhpur,2020-05-01,69.53,123.39,6.25,29.3,20.32,0.56,4.33,72.09,123.0,Moderate
Jodhpur,2020-05-02,59.23,113.99,27.05,14.65,28.55,0.4,4.44,34.43,114.0,Moderate
Jodhpur,2020-05-03,77.36,179.41,9.01,19.71,18.6,0.19,4.3,47.91,179.0,Moderate
Jodhpur,2020-05-04,74.33,146.78,11.43,23.46,23.05,0.6,4.43,36.23,147.0,Moderate
Jodhpur,2020-05-05,34.9,78.28,8.51,19.85,18.23,0.7,5.02,47.53,78.0,Satisfactory
Jodhpur,2020-05-06,44.85,92.76,7.08,25.37,19.3,0.71,4.69,39.53,93.0,Satisfactory
Jodhpur,2020-05-07,30.02,62.99,7.67,22.72,18.85,0.66,4.61,43.06,63.0,Satisfactory
Jodhpur,2020-05-08,45.12,91.47,9.24,23.62,19.73,0.62,4.52,39.96,91.0,Satisfactory
Jodhpur,2020-05-09,55.05,103.41,7.81,16.75,15.69,0.63,3.88,52.79,103.0,Moderate
Jodhpur,2020-05-10,46.83,92.25,9.46,17.22,18.71,0.67,4.64,60.63,92.0,Satisfactory
Jodhpur,2020-05-11,43.9,92.72,18.5,18.62,25.4,0.83,5.14,49.85,93.0,Satisfactory
Jodhpur,2020-05-12,41.6,93.12,8.94,32.48,27.38,0.61,4.48,43.55,93.0,Satisfactory
Jodhpur,2020-05-13,125.55,180.49,30.17,19.18,37.45,0.52,6.15,44.85,180.0,Moderate
Jodhpur,2020-05-14,48.38,81.25,24.69,17.04,27.02,0.51,3.99,48.32,81.0,Satisfactory
Jodhpur,2020-05-15,69.93,185.11,5.97,16.43,14.1,0.61,4.13,49.48,185.0,Moderate
Jodhpur,2020-05-16,36.02,90.03,6.16,15.42,13.12,0.51,4.97,52.89,90.0,Satisfactory
Jodhpur,2020-05-17,117.49,133.9,7.49,15.21,13.98,0.32,6.38,59.4,134.0,Moderate
Jodhpur,2020-05-18,162.4,264.58,6.48,18.68,15.19,0.75,5.95,64.36,265.0,Poor
Jodhpur,2020-05-19,44.06,96.84,6.54,18.64,15.1,0.71,6.99,61.19,97.0,Satisfactory
Jodhpur,2020-05-20,64.52,138.69,16.92,21.48,24.77,0.62,7.58,70.66,139.0,Moderate
Jodhpur,2020-05-21,55.74,128.71,12.9,20.29,21.66,0.6,7.9,61.84,129.0,Moderate
Jodhpur,2020-05-22,78.4,150.05,46.34,18.36,46.73,0.52,7.5,62.24,150.0,Moderate
Jodhpur,2020-05-23,85.61,185.72,5.84,19.12,16.12,0.65,7.54,31.67,186.0,Moderate
Jodhpur,2020-05-24,73.21,134.56,5.03,17.3,13.64,0.55,7.18,24.82,135.0,Moderate
Jodhpur,2020-05-25,55.48,98.67,5.94,14.26,12.33,0.46,6.83,45.97,99.0,Satisfactory
Jodhpur,2020-05-26,67.05,134.52,13.22,20.43,22.4,0.52,6.06,43.85,135.0,Moderate
Jodhpur,2020-05-27,120.15,278.92,55.51,25.35,59.09,0.62,6.12,40.12,279.0,Poor
Jodhpur,2020-05-28,111.79,229.24,44.89,23.19,58.92,1.06,7.68,54.05,229.0,Poor
Jodhpur,2020-05-29,118.77,252.36,42.79,20.1,46.41,1.05,6.14,54.21,252.0,Poor
Jodhpur,2020-05-30,72.33,132.13,21.23,25.75,31.69,0.99,6.59,55.03,132.0,Moderate
Jodhpur,2020-05-31,39.34,94.99,28.75,33.41,50.59,1.13,5.9,62.41,95.0,Satisfactory
Jodhpur,2020-06-01,50.28,112.36,56.74,45.91,79.99,0.87,8.46,80.13,112.0,Moderate
Jodhpur,2020-06-02,98.16,188.56,9.12,22.13,19.05,1.25,8.57,80.96,189.0,Moderate
Jodhpur,2020-06-03,43.49,92.01,8.9,21.87,19.18,0.96,7.42,56.65,92.0,Satisfactory
Jodhpur,2020-06-04,80.2,124.28,10.04,24.21,21.37,0.87,10.36,42.66,124.0,Moderate
Jodhpur,2020-06-05,36.68,70.08,9.24,23.03,20.06,1.02,10.88,41.25,70.0,Satisfactory
Jodhpur,2020-06-06,56.64,126.08,9.84,17.62,17.54,0.9,7.77,45.38,126.0,Moderate
Jodhpur,2020-06-07,28.07,59.01,9.39,14.41,15.33,1.08,6.31,39.01,59.0,Satisfactory
Jodhpur,2020-06-08,29.1,58.21,15.16,17.36,21.61,1.14,8.93,35.58,58.0,Satisfactory
Jodhpur,2020-06-09,45.83,88.63,77.43,23.15,76.82,0.72,15.72,27.79,89.0,Satisfactory
Jodhpur,2020-06-10,46.93,95.87,18.98,14.78,19.49,1.78,10.7,48.31,96.0,Satisfactory
Jodhpur,2020-06-11,47.73,87.69,11.5,18.01,18.04,1.78,11.17,39.55,88.0,Satisfactory
Jodhpur,2020-06-12,46.55,120.17,8.97,28.03,21.37,0.7,8.19,34.79,120.0,Moderate
Jodhpur,2020-06-13,46.86,101.28,8.5,23.33,18.79,0.79,7.41,39.34,101.0,Moderate
Jodhpur,2020-06-14,60.67,147.1,13.73,39.85,31.71,0.49,8.12,22.78,147.0,Moderate
Jodhpur,2020-06-15,49.93,109.89,11.87,43.28,31.63,1.57,8.98,44.45,110.0,Moderate
Jodhpur,2020-06-16,70.32,141.54,36.39,23.68,18.65,1.34,7.06,33.64,142.0,Moderate
Jodhpur,2020-06-17,82.35,158.46,30.15,18.57,15.74,0.87,7.57,34.94,158.0,Moderate
Jodhpur,2020-06-18,62.49,121.62,7.72,16.35,14.59,0.98,6.56,35.14,122.0,Moderate
Jodhpur,2020-06-19,46.49,103.16,20.12,20.96,36.1,1.33,8.75,29.66,103.0,Moderate
Jodhpur,2020-06-20,53.62,120.28,10.79,33.78,24.34,1.2,9.1,39.08,120.0,Moderate
Jodhpur,2020-06-21,59.89,117.51,46.35,38.61,56.33,1.01,14.57,57.15,118.0,Moderate
Jodhpur,2020-06-22,49.32,113.52,13.14,24.71,22.3,1.02,8.59,37.98,114.0,Moderate
Jodhpur,2020-06-23,47.0,134.04,33.3,18.68,35.49,1.02,8.73,41.33,134.0,Moderate
Jodhpur,2020-06-24,53.78,100.81,29.27,21.83,33.76,0.99,7.51,41.68,101.0,Moderate
Jodhpur,2020-06-25,45.37,90.74,6.02,24.72,16.9,1.12,7.67,26.52,91.0,Satisfactory
Jodhpur,2020-06-26,59.72,101.82,6.53,17.94,14.41,0.91,5.97,30.58,102.0,Moderate
Jodhpur,2020-06-27,60.11,112.19,20.53,14.48,23.88,0.86,7.05,31.58,112.0,Moderate
Jodhpur,2020-06-28,61.07,131.82,9.95,14.08,15.13,0.76,6.03,22.87,132.0,Moderate
Jodhpur,2020-06-29,65.41,121.63,6.44,14.45,12.54,1.14,7.8,30.81,122.0,Moderate
Jodhpur,2020-06-30,56.64,145.95,7.66,17.28,14.98,1.05,6.9,35.58,146.0,Moderate
Jodhpur,2020-07-01,61.45,159.01,7.84,22.03,17.72,0.89,8.39,31.35,159.0,Moderate
Jodhpur,2020-07-02,39.44,91.26,10.8,15.71,20.63,0.75,6.59,30.89,91.0,Satisfactory
Jodhpur,2020-07-03,52.94,100.56,5.78,17.36,13.89,0.21,5.5,24.97,101.0,Moderate
Jodhpur,2020-07-04,51.31,106.5,5.76,14.87,12.34,0.65,5.69,31.48,106.0,Moderate
Jodhpur,2020-07-05,43.49,94.51,5.52,21.76,16.13,0.35,5.82,42.43,95.0,Satisfactory
Jodhpur,2020-07-06,47.7,94.81,67.53,27.13,68.03,0.72,7.09,23.71,95.0,Satisfactory
Jodhpur,2020-07-07,51.0,99.87,49.76,37.74,59.58,2.14,5.26,28.6,100.0,Satisfactory
Jodhpur,2020-07-08,40.11,77.14,8.21,20.87,17.3,0.89,6.01,48.12,77.0,Satisfactory
Jodhpur,2020-07-09,42.73,99.85,60.32,18.03,58.03,0.47,7.27,30.82,100.0,Satisfactory
Jodhpur,2020-07-10,57.9,98.85,67.43,20.03,64.11,0.98,5.73,23.64,99.0,Satisfactory
Jodhpur,2020-07-11,51.29,98.52,8.03,15.62,14.31,0.88,6.25,29.25,99.0,Satisfactory
Jodhpur,2020-07-12,44.47,119.4,6.43,12.2,10.97,1.08,4.6,18.64,119.0,Moderate
Jodhpur,2020-07-13,51.23,114.03,6.05,15.51,12.83,0.7,5.5,43.61,114.0,Moderate
Jodhpur,2020-07-14,59.11,124.24,8.42,14.19,14.29,0.6,6.45,23.8,124.0,Moderate
Jodhpur,2020-07-15,60.53,125.57,6.82,16.56,14.37,0.42,6.36,23.21,126.0,Moderate
Jodhpur,2020-07-16,56.33,108.13,34.2,18.22,36.43,0.8,7.9,32.89,108.0,Moderate
Jodhpur,2020-07-17,53.99,95.71,11.17,24.7,21.15,0.77,10.26,21.86,96.0,Satisfactory
Jodhpur,2020-07-18,50.13,84.74,8.57,14.78,14.61,0.68,8.89,19.96,85.0,Satisfactory
Jodhpur,2020-07-19,53.82,94.49,20.32,13.56,23.74,0.6,7.94,9.34,94.0,Satisfactory
