City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Jodhpur,2020-07-20,56.91,101.8,9.3,16.88,17.85,0.58,7.87,25.96,102.0,Moderate
Jodhpur,2020-07-21,44.44,86.91,12.49,20.16,20.89,1.12,7.48,23.56,87.0,Satisfactory
Jodhpur,2020-07-22,61.88,116.7,59.01,23.73,59.47,1.36,9.19,27.19,117.0,Moderate
Jodhpur,2020-07-23,51.11,101.51,14.87,22.41,23.86,1.07,8.98,22.57,102.0,Moderate
Jodhpur,2020-07-24,56.4,110.48,35.91,25.31,41.92,0.78,10.79,32.09,110.0,Moderate
Jodhpur,2020-07-25,67.37,111.44,16.83,20.53,24.69,0.93,10.58,29.44,111.0,Moderate
Jodhpur,2020-07-26,54.54,108.09,22.42,16.77,26.32,1.08,12.56,34.28,108.0,Moderate
Jodhpur,2020-07-27,46.4,88.73,8.23,18.34,15.65,0.73,9.01,32.84,89.0,Satisfactory
Jodhpur,2020-07-28,47.71,95.97,7.62,16.85,14.66,0.71,8.73,24.88,96.0,Satisfactory
Jodhpur,2020-07-29,50.72,109.24,8.37,17.27,15.6,0.68,8.12,19.14,109.0,Moderate
Jodhpur,2020-07-30,57.03,114.15,8.37,19.55,16.76,0.74,7.55,26.69,114.0,Moderate
Jodhpur,2020-07-31,40.14,83.19,7.89,24.32,19.38,0.59,8.66,23.88,83.0,Satisfactory
Jodhpur,2020-08-01,40.29,90.31,7.73,22.27,17.91,0.49,8.33,46.77,90.0,Satisfactory
Jodhpur,2020-08-02,44.15,95.21,17.04,19.23,23.71,0.61,10.13,29.7,95.0,Satisfactory
Jodhpur,2020-08-03,55.1,107.36,7.14,18.42,15.27,0.43,12.78,23.08,107.0,Moderate
Jodhpur,2020-08-04,50.47,90.92,6.7,21.8,16.66,0.46,10.18,28.79,91.0,Satisfactory
Jodhpur,2020-08-05,54.06,109.09,19.05,24.08,27.98,0.55,13.91,27.55,109.0,Moderate
Jodhpur,2020-08-06,46.82,92.16,25.69,26.64,40.35,1.17,6.83,27.5,92.0,Satisfactory
Jodhpur,2020-08-07,42.2,95.93,27.46,27.68,27.88,0.89,10.24,26.95,96.0,Satisfactory
Jodhpur,2020-08-08,34.31,71.12,12.87,20.63,16.37,0.55,8.97,22.05,71.0,Satisfactory
Jodhpur,2020-08-09,37.05,79.27,37.36,18.05,32.17,0.37,8.04,28.7,79.0,Satisfactory
Jodhpur,2020-08-10,45.1,98.72,18.94,15.51,27.69,0.61,8.44,26.26,99.0,Satisfactory
Jodhpur,2020-08-11,41.3,107.41,46.14,18.19,47.65,0.7,9.64,26.25,107.0,Moderate
Jodhpur,2020-08-12,41.83,92.46,18.39,17.18,23.41,0.9,7.43,23.52,92.0,Satisfactory
Jodhpur,2020-08-13,46.35,101.58,48.91,18.7,48.96,0.98,10.04,22.56,102.0,Moderate
Jodhpur,2020-08-14,40.3,98.86,62.2,19.16,61.34,0.59,7.53,25.18,99.0,Satisfactory
Jodhpur,2020-08-15,43.72,80.89,61.53,25.07,61.28,1.26,10.49,26.27,81.0,Satisfactory
Jodhpur,2020-08-16,38.55,92.21,14.36,17.59,21.02,1.02,8.73,22.24,92.0,Satisfactory
Jodhpur,2020-08-17,46.89,119.11,18.0,17.43,24.33,0.69,9.77,24.44,119.0,Moderate
Jodhpur,2020-08-18,39.26,106.84,19.8,23.46,24.27,0.96,8.95,20.05,107.0,Moderate
Jodhpur,2020-08-19,41.33,75.7,23.66,18.24,23.9,0.94,8.92,22.28,76.0,Satisfactory
Jodhpur,2020-08-20,53.45,107.32,19.17,19.01,25.74,1.05,8.59,15.95,107.0,Moderate
Jodhpur,2020-08-21,50.51,103.78,14.97,17.66,21.12,0.76,8.24,22.94,104.0,Moderate
Jodhpur,2020-08-22,35.17,79.75,20.62,19.12,25.49,0.76,8.25,19.43,80.0,Satisfactory
Jodhpur,2020-08-23,40.61,86.2,17.76,16.87,23.1,0.74,7.68,21.17,86.0,Satisfactory
Jodhpur,2020-08-24,41.75,91.95,27.82,14.62,31.74,0.79,8.22,23.49,92.0,Satisfactory
Jodhpur,2020-08-25,24.12,45.12,24.04,14.01,27.69,0.57,8.09,28.35,45.0,Good
Jodhpur,2020-08-26,37.22,65.34,18.11,17.15,25.64,0.7,9.23,21.67,65.0,Satisfactory
Jodhpur,2020-08-27,41.41,76.66,29.14,17.4,34.38,0.56,8.04,13.27,77.0,Satisfactory
Jodhpur,2020-08-28,36.51,75.82,18.96,17.28,25.32,0.57,9.75,20.74,76.0,Satisfactory
Jodhpur,2020-08-29,37.9,69.04,15.44,23.58,22.42,0.52,10.03,22.84,69.0,Satisfactory
Jodhpur,2020-08-30,34.35,59.9,11.64,16.48,17.28,0.41,9.45,23.68,60.0,Satisfactory
Jodhpur,2020-08-31,30.19,46.92,11.56,14.59,16.29,0.39,8.54,20.78,47.0,Good
Jodhpur,2020-09-01,27.48,51.83,10.83,13.82,15.35,0.48,9.34,24.7,52.0,Satisfactory
Jodhpur,2020-09-02,42.68,99.19,10.89,16.9,17.65,0.6,8.89,23.47,99.0,Satisfactory
Jodhpur,2020-09-03,34.16,88.99,32.39,19.99,37.32,0.76,9.86,18.15,89.0,Satisfactory
Jodhpur,2020-09-04,32.81,66.15,31.42,20.84,36.2,0.8,10.26,20.95,66.0,Satisfactory
Jodhpur,2020-09-05,29.59,54.92,22.39,14.35,26.47,0.79,5.38,21.05,55.0,Satisfactory
Jodhpur,2020-09-06,31.6,69.51,19.68,15.3,25.0,1.17,8.09,19.88,70.0,Satisfactory
Jodhpur,2020-09-07,39.58,77.8,13.81,8.66,16.06,0.56,9.62,21.2,78.0,Satisfactory
Jodhpur,2020-09-08,37.49,64.57,10.4,12.57,14.91,0.5,5.94,20.33,65.0,Satisfactory
Jodhpur,2020-09-09,37.21,67.42,19.01,22.63,27.27,1.0,9.45,22.61,67.0,Satisfactory
Jodhpur,2020-09-10,34.95,69.76,20.15,34.33,34.41,0.54,7.84,19.17,70.0,Satisfactory
Jodhpur,2020-09-11,40.07,105.42,14.33,23.91,24.05,0.54,7.56,23.05,105.0,Moderate
Jodhpur,2020-09-12,47.34,113.18,19.67,21.04,26.72,0.62,8.09,20.85,113.0,Moderate
Jodhpur,2020-09-13,42.61,108.38,16.49,29.52,28.26,0.8,10.09,24.94,108.0,Moderate
Jodhpur,2020-09-14,36.37,102.36,19.45,22.63,27.03,0.67,8.18,25.4,102.0,Moderate
Jodhpur,2020-09-15,47.91,100.66,5.73,9.13,8.68,0.68,6.98,25.08,101.0,Moderate
Jodhpur,2020-09-16,45.01,126.64,25.97,16.36,18.83,0.81,9.89,24.87,127.0,Moderate
Jodhpur,2020-09-17,45.12,100.49,13.08,15.04,18.33,0.74,7.52,25.75,100.0,Satisfactory
Jodhpur,2020-09-18,33.77,86.46,12.2,11.73,15.86,0.73,7.74,17.95,86.0,Satisfactory
Jodhpur,2020-09-19,48.1,93.84,8.33,11.9,12.12,0.96,6.08,34.63,94.0,Satisfactory
Jodhpur,2020-09-20,46.68,89.75,19.5,19.46,25.67,0.93,10.99,22.32,90.0,Satisfactory
Jodhpur,2020-09-21,38.49,107.87,27.19,30.26,37.94,1.7,12.15,29.16,108.0,Moderate
Jodhpur,2020-09-22,47.32,133.61,35.72,27.51,43.38,1.19,9.46,38.4,134.0,Moderate
Jodhpur,2020-09-23,50.58,116.76,10.86,13.94,16.19,0.71,6.82,29.45,117.0,Moderate
Jodhpur,2020-09-24,34.89,98.76,16.89,19.59,24.31,0.64,6.67,24.37,99.0,Satisfactory
Jodhpur,2020-09-25,40.29,97.63,13.86,22.59,23.43,0.63,7.39,32.85,98.0,Satisfactory
Jodhpur,2020-09-26,39.67,80.97,14.41,19.77,22.35,0.53,11.54,19.88,81.0,Satisfactory
Jodhpur,2020-09-27,49.08,108.54,17.1,24.42,26.92,0.51,18.08,18.84,109.0,Moderate
Jodhpur,2020-09-28,46.85,115.34,12.78,15.35,18.4,0.68,9.78,26.84,115.0,Moderate
Jodhpur,2020-09-29,40.01,97.73,7.34,9.71,10.78,0.74,8.65,22.01,98.0,Satisfactory
Jodhpur,2020-09-30,47.68,102.23,11.79,16.29,19.62,0.64,9.85,32.02,102.0,Moderate
Jodhpur,2020-10-01,49.44,110.39,10.76,13.77,18.98,0.74,9.9,24.64,110.0,Moderate
Jodhpur,2020-10-02,58.37,121.02,9.9,12.78,17.4,1.06,8.52,27.29,121.0,Moderate
Jodhpur,2020-10-03,41.27,98.99,17.19,20.64,31.47,0.73,7.06,24.34,99.0,Satisfactory
Jodhpur,2020-10-04,36.27,94.9,16.01,21.24,31.16,0.6,6.86,30.32,95.0,Satisfactory
Jodhpur,2020-10-05,43.92,96.17,19.01,24.61,34.52,0.53,9.31,37.3,96.0,Satisfactory
Jodhpur,2020-10-06,46.4,123.63,37.64,37.38,49.84,0.98,11.92,29.72,124.0,Moderate
Jodhpur,2020-10-07,50.94,137.82,34.79,26.89,41.72,0.93,8.47,28.49,138.0,Moderate
Jodhpur,2020-10-08,65.36,148.01,12.64,12.5,16.22,1.14,10.77,26.18,148.0,Moderate
Jodhpur,2020-10-09,78.77,200.21,13.9,16.68,19.59,1.21,11.61,32.49,200.0,Moderate
Jodhpur,2020-10-10,81.24,176.19,61.66,65.61,92.06,1.11,9.43,33.5,176.0,Moderate
Jodhpur,2020-10-11,89.53,177.8,27.52,36.43,41.36,0.66,6.07,11.11,178.0,Moderate
Jodhpur,2020-10-12,90.59,174.91,75.41,53.85,88.87,1.22,11.4,52.85,175.0,Moderate
Jodhpur,2020-10-13,102.24,196.86,50.32,34.8,58.31,1.14,11.55,37.77,197.0,Moderate
Jodhpur,2020-10-14,69.72,157.39,15.99,20.25,22.89,0.63,7.71,28.87,157.0,Moderate
Jodhpur,2020-10-15,99.89,192.66,13.18,20.78,21.39,0.57,10.18,44.96,193.0,Moderate
Jodhpur,2020-10-16,98.28,190.38,10.57,15.54,16.46,0.58,9.31,34.55,190.0,Moderate
Jodhpur,2020-10-17,79.28,170.3,8.68,12.31,13.34,0.41,8.62,51.01,170.0,Moderate
Jodhpur,2020-10-18,73.61,140.79,11.8,15.9,17.8,0.73,11.38,44.58,141.0,Moderate
Jodhpur,2020-10-19,69.22,124.99,68.82,22.21,66.68,1.02,10.72,25.91,125.0,Moderate
Jodhpur,2020-10-20,58.9,92.1,77.28,45.79,85.45,1.23,9.45,26.38,92.0,Satisfactory
Jodhpur,2020-10-21,52.92,89.68,22.35,17.35,26.79,0.77,9.59,35.72,90.0,Satisfactory
Jodhpur,2020-10-22,67.25,136.55,28.55,20.05,33.15,1.47,11.12,37.91,137.0,Moderate
Jodhpur,2020-10-23,93.9,186.18,47.12,16.96,46.32,1.73,11.33,38.8,186.0,Moderate
Jodhpur,2020-10-24,98.36,192.58,74.64,43.59,82.43,2.24,11.44,41.2,193.0,Moderate
Jodhpur,2020-10-25,57.8,117.74,25.65,28.22,35.26,0.93,9.3,37.72,118.0,Moderate
Jodhpur,2020-10-26,90.21,171.6,43.09,30.7,49.49,1.6,8.87,36.42,172.0,Moderate
Jodhpur,2020-10-27,118.26,286.73,91.85,55.86,102.84,2.02,12.34,46.37,287.0,Poor
Jodhpur,2020-10-28,110.27,257.16,101.11,61.9,113.09,2.63,10.16,41.6,257.0,Poor
Jodhpur,2020-10-29,128.54,261.57,92.78,58.23,104.57,2.16,12.25,36.76,262.0,Poor
Jodhpur,2020-10-30,114.78,244.72,59.49,53.02,73.76,1.7,10.92,42.33,245.0,Poor
Jodhpur,2020-10-31,112.02,251.19,57.38,46.81,70.01,1.5,11.68,30.58,251.0,Poor
Jodhpur,2020-11-01,115.84,231.72,55.0,50.94,70.21,1.74,10.43,49.78,232.0,Poor
Jodhpur,2020-11-02,115.44,244.02,93.16,55.93,103.69,2.45,12.45,29.46,244.0,Poor
Jodhpur,2020-11-03,124.09,247.57,142.93,68.4,146.16,2.77,11.66,26.08,248.0,Poor
Jodhpur,2020-11-04,118.42,251.97,133.1,70.89,142.3,1.98,10.0,34.51,252.0,Poor
Jodhpur,2020-11-05,104.99,203.77,66.1,61.29,81.48,1.33,9.72,35.83,204.0,Poor
Jodhpur,2020-11-06,113.1,225.36,105.11,69.53,122.19,1.91,12.48,27.25,225.0,Poor
Jodhpur,2020-11-07,114.22,242.36,107.84,73.22,124.83,1.86,10.62,27.41,242.0,Poor
Jodhpur,2020-11-08,134.59,275.6,126.17,74.91,141.32,2.15,10.72,44.57,276.0,Poor
Jodhpur,2020-11-09,138.36,299.02,105.44,79.63,132.48,1.67,15.34,36.31,299.0,Poor
Jodhpur,2020-11-10,144.18,293.81,79.45,66.32,95.6,1.64,14.39,26.55,294.0,Poor
Jodhpur,2020-11-11,159.26,320.65,51.36,50.81,67.89,1.12,9.56,42.49,321.0,Very Poor
Jodhpur,2020-11-12,138.92,264.79,23.77,54.87,46.01,0.87,10.43,33.53,265.0,Poor
Jodhpur,2020-11-13,112.53,206.83,39.83,50.51,56.05,1.03,9.68,44.9,207.0,Poor
Jodhpur,2020-11-14,119.71,235.88,83.44,62.06,98.84,2.05,13.19,35.82,236.0,Poor
Jodhpur,2020-11-15,148.54,259.09,56.77,60.96,79.97,1.54,10.82,36.18,259.0,Poor
Jodhpur,2020-11-16,117.9,243.25,49.33,35.91,59.38,1.16,14.15,46.89,243.0,Poor
Jodhpur,2020-11-17,86.61,147.9,20.76,33.79,37.01,0.68,10.7,21.34,148.0,Moderate
Jodhpur,2020-11-18,68.43,109.33,15.35,23.61,27.07,0.4,11.97,37.53,109.0,Moderate
Jodhpur,2020-11-19,60.91,122.3,17.32,35.56,34.29,0.64,8.79,24.44,122.0,Moderate
Jodhpur,2020-11-20,65.21,120.21,18.11,44.87,38.45,0.62,7.26,24.42,120.0,Moderate
Jodhpur,2020-11-21,95.06,179.47,57.64,55.63,75.78,1.12,8.74,23.3,179.0,Moderate
Jodhpur,2020-11-22,100.24,211.1,63.46,53.68,80.73,1.48,9.39,28.11,211.0,Poor
Jodhpur,2020-11-23,107.42,227.65,73.97,49.61,85.53,1.68,9.9,20.11,228.0,Poor
Jodhpur,2020-11-24,148.17,282.92,26.8,45.77,45.72,1.2,9.97,31.43,283.0,Poor
Jodhpur,2020-11-25,69.53,175.64,12.72,26.93,24.57,0.71,5.79,42.95,176.0,Moderate
Jodhpur,2020-11-26,133.38,258.27,12.63,22.93,22.47,0.93,6.42,33.73,258.0,Poor
Jodhpur,2020-11-27,61.12,125.5,12.59,24.27,23.07,0.62,7.2,35.58,126.0,Moderate
Jodhpur,2020-11-28,45.08,126.4,15.79,29.75,28.58,0.97,6.2,18.01,126.0,Moderate
Jodhpur,2020-11-29,96.27,182.48,58.0,43.29,69.43,1.62,8.08,25.9,182.0,Moderate
Jodhpur,2020-11-30,100.24,197.56,54.39,47.92,68.97,1.46,9.69,25.75,198.0,Moderate
Jodhpur,2020-12-01,94.0,183.66,45.68,47.7,61.9,1.16,9.72,20.93,184.0,Moderate
Jodhpur,2020-12-02,96.78,174.09,63.52,49.07,76.89,1.4,11.3,21.77,174.0,Moderate
Jodhpur,2020-12-03,128.66,244.14,110.11,59.85,120.88,2.25,15.78,19.84,244.0,Poor
Jodhpur,2020-12-04,126.48,248.04,126.4,51.67,130.26,1.9,12.32,19.06,248.0,Poor
Jodhpur,2020-12-05,93.43,194.93,56.65,37.53,65.9,1.15,11.67,17.37,195.0,Moderate
Jodhpur,2020-12-06,80.94,168.94,86.42,34.2,84.14,0.56,10.07,20.12,169.0,Moderate
Jodhpur,2020-12-07,103.77,219.15,52.07,33.93,58.89,0.84,12.17,25.34,219.0,Poor
Jodhpur,2020-12-08,100.32,198.0,63.02,42.23,72.61,1.16,12.88,20.28,198.0,Moderate
Jodhpur,2020-12-09,84.45,190.24,43.72,32.64,52.39,0.81,11.53,23.02,190.0,Moderate
Jodhpur,2020-12-10,85.59,176.22,13.23,25.65,24.21,0.54,10.76,21.29,176.0,Moderate
Jodhpur,2020-12-11,64.31,156.92,12.81,25.71,23.86,0.46,11.57,21.82,157.0,Moderate
Jodhpur,2020-12-12,52.17,164.08,13.05,18.99,20.33,0.42,11.1,20.2,164.0,Moderate
Jodhpur,2020-12-13,48.02,95.7,11.68,18.0,18.89,0.31,11.2,26.06,96.0,Satisfactory
Jodhpur,2020-12-14,60.97,115.31,14.69,21.02,22.54,0.46,11.51,19.06,115.0,Moderate
Jodhpur,2020-12-15,77.42,138.0,20.63,20.06,26.96,0.46,11.23,22.84,138.0,Moderate
Jodhpur,2020-12-16,78.48,154.28,21.57,19.39,27.25,0.83,12.39,19.03,154.0,Moderate
Jodhpur,2020-12-17,60.19,122.68,11.99,21.21,20.8,0.66,11.78,23.57,123.0,Moderate
Jodhpur,2020-12-18,61.22,157.17,28.63,30.29,39.09,0.77,13.88,22.55,157.0,Moderate
Jodhpur,2020-12-19,77.59,136.01,64.16,29.47,66.96,0.73,10.52,20.3,136.0,Moderate
Jodhpur,2020-12-20,71.24,161.7,51.29,37.52,60.57,0.58,14.98,16.04,162.0,Moderate
Jodhpur,2020-12-21,90.99,191.4,77.05,44.19,85.1,1.4,10.17,18.26,191.0,Moderate
Jodhpur,2020-12-22,87.31,181.12,31.46,36.76,46.21,1.07,9.14,16.02,181.0,Moderate
Jodhpur,2020-12-23,83.22,186.87,37.09,39.04,51.65,1.09,12.42,16.83,187.0,Moderate
Jodhpur,2020-12-24,71.52,147.5,10.72,31.41,26.64,0.96,11.21,26.04,148.0,Moderate
Jodhpur,2020-12-25,89.92,157.81,9.67,28.57,24.25,0.78,10.24,37.54,158.0,Moderate
Jodhpur,2020-12-26,105.44,200.81,38.99,38.15,52.37,1.71,11.99,43.53,201.0,Poor
Jodhpur,2020-12-27,107.32,237.23,38.03,23.65,76.21,0.63,13.13,20.73,237.0,Poor
Jodhpur,2020-12-28,149.82,301.57,97.78,34.49,97.61,1.86,11.68,17.06,302.0,Very Poor
Jodhpur,2020-12-29,75.55,162.53,34.56,28.04,43.39,1.18,9.51,17.53,163.0,Moderate
Jodhpur,2020-12-30,76.89,140.7,9.11,21.55,18.5,0.92,9.02,24.99,141.0,Moderate
Jodhpur,2020-12-31,72.61,134.58,8.48,21.71,18.12,0.92,9.93,27.74,135.0,Moderate
Jodhpur,2021-01-01,84.92,156.6,8.23,24.96,19.7,0.86,9.18,24.69,157.0,Moderate
Jodhpur,2021-01-02,114.69,241.02,8.21,21.12,17.65,1.08,9.49,31.83,241.0,Poor
Jodhpur,2021-01-03,129.86,294.57,9.4,19.16,17.63,1.12,8.89,24.45,295.0,Poor
Jodhpur,2021-01-04,109.09,224.96,16.63,28.9,28.66,1.28,11.41,21.81,225.0,Poor
Jodhpur,2021-01-05,87.31,188.91,16.12,15.5,21.25,0.76,8.82,18.71,189.0,Moderate
Jodhpur,2021-01-06,77.3,163.64,54.62,18.9,53.61,1.2,9.2,18.92,164.0,Moderate
Jodhpur,2021-01-07,61.02,113.86,41.92,27.45,47.49,0.68,6.55,10.79,114.0,Moderate
Jodhpur,2021-01-08,72.74,138.66,21.89,25.16,30.84,1.0,6.1,21.99,139.0,Moderate
Jodhpur,2021-01-09,74.76,133.69,14.93,20.45,22.87,0.75,7.16,18.07,134.0,Moderate
Jodhpur,2021-01-10,60.69,115.66,14.82,21.97,23.62,0.67,6.6,22.19,116.0,Moderate
Jodhpur,2021-01-11,63.86,129.92,28.24,34.56,40.86,0.87,7.9,21.94,130.0,Moderate
Jodhpur,2021-01-12,83.1,172.81,57.8,48.05,71.73,1.21,7.48,24.69,173.0,Moderate
Jodhpur,2021-01-13,96.75,235.7,94.95,60.07,107.08,1.96,11.28,24.2,236.0,Poor
Jodhpur,2021-01-14,67.87,163.26,33.86,49.82,53.46,1.51,7.48,24.87,163.0,Moderate
Jodhpur,2021-01-15,63.25,132.46,18.11,39.09,35.26,0.84,9.41,27.37,132.0,Moderate
Jodhpur,2021-01-16,60.35,125.96,14.82,31.6,28.58,0.89,6.93,27.72,126.0,Moderate
Jodhpur,2021-01-17,69.6,167.27,23.37,34.07,36.84,1.09,8.99,37.8,167.0,Moderate
Jodhpur,2021-01-18,98.71,189.96,12.07,22.59,21.68,0.86,6.71,27.18,190.0,Moderate
Jodhpur,2021-01-19,123.14,251.49,12.99,38.01,30.35,1.13,7.77,20.34,251.0,Poor
Jodhpur,2021-01-20,80.78,164.77,27.84,32.51,39.44,1.25,11.84,25.84,165.0,Moderate
Jodhpur,2021-01-21,92.31,198.92,51.6,39.75,62.36,1.68,9.6,26.07,199.0,Moderate
Jodhpur,2021-01-22,97.31,214.89,58.0,34.34,64.56,1.36,7.73,29.06,215.0,Poor
Jodhpur,2021-01-23,95.63,211.32,9.35,15.75,15.89,0.52,9.44,33.7,211.0,Poor
Jodhpur,2021-01-24,101.86,232.07,8.68,21.49,18.04,0.6,10.02,32.83,232.0,Poor
Jodhpur,2021-01-25,88.53,198.28,9.58,24.98,20.8,0.78,11.12,20.99,198.0,Moderate
Jodhpur,2021-01-26,96.99,202.19,8.82,24.44,19.99,0.68,10.51,23.61,202.0,Poor
Jodhpur,2021-01-27,73.52,170.53,10.63,27.22,22.94,0.68,11.07,21.28,171.0,Moderate
Jodhpur,2021-01-28,84.03,164.03,26.67,34.16,39.24,0.69,9.81,25.79,164.0,Moderate
Jodhpur,2021-01-29,85.77,172.39,37.02,43.11,52.06,0.85,14.89,21.72,172.0,Moderate
Jodhpur,2021-01-30,99.28,246.4,73.85,39.98,80.08,1.49,19.22,21.21,246.0,Poor
Jodhpur,2021-01-31,101.2,224.32,80.14,33.79,81.85,2.28,29.01,31.26,224.0,Poor
Jodhpur,2021-02-01,102.01,221.44,80.37,37.92,83.95,2.0,9.83,23.04,221.0,Poor
Jodhpur,2021-02-02,82.67,157.33,25.8,29.82,35.89,1.22,8.39,28.92,157.0,Moderate
Jodhpur,2021-02-03,84.55,198.72,34.91,30.73,42.42,1.29,9.94,22.68,199.0,Moderate
Jodhpur,2021-02-04,87.66,200.32,9.28,18.7,17.02,0.72,8.2,33.39,200.0,Moderate
Jodhpur,2021-02-05,80.39,160.98,7.12,20.35,16.34,0.73,7.86,28.59,161.0,Moderate
Jodhpur,2021-02-06,64.88,138.98,19.71,14.96,20.4,0.75,8.56,23.88,139.0,Moderate
Jodhpur,2021-02-07,87.55,199.43,33.81,11.94,33.08,1.31,9.7,26.07,199.0,Moderate
Jodhpur,2021-02-08,86.79,298.88,12.62,10.41,19.46,1.44,12.64,23.76,299.0,Poor
Jodhpur,2021-02-09,94.8,238.8,38.26,28.19,44.41,1.11,11.67,27.3,239.0,Poor
Jodhpur,2021-02-10,85.33,206.64,48.78,31.94,55.95,1.14,11.13,27.25,207.0,Poor
Jodhpur,2021-02-11,68.29,144.46,15.25,24.4,25.35,0.68,9.02,36.8,144.0,Moderate
Jodhpur,2021-02-12,97.31,200.66,54.73,29.88,59.57,1.41,13.34,34.88,201.0,Poor
Jodhpur,2021-02-13,76.17,184.38,44.09,27.71,49.89,1.14,10.19,37.51,184.0,Moderate
Jodhpur,2021-02-14,97.51,224.07,67.48,31.01,70.37,1.45,9.48,31.71,224.0,Poor
Jodhpur,2021-02-15,100.55,233.06,64.67,38.62,72.08,1.34,11.37,27.84,233.0,Poor
Jodhpur,2021-02-16,78.47,180.43,22.39,30.66,34.11,0.61,9.89,34.51,180.0,Moderate
Jodhpur,2021-02-17,62.06,139.67,41.67,38.73,53.81,0.97,8.95,33.4,140.0,Moderate
Jodhpur,2021-02-18,77.31,168.38,29.85,33.02,41.46,0.83,10.79,34.81,168.0,Moderate
Jodhpur,2021-02-19,63.95,147.37,24.02,35.06,37.86,0.97,7.26,32.46,147.0,Moderate
Jodhpur,2021-02-20,92.14,175.75,44.04,40.32,56.63,1.03,9.53,38.13,176.0,Moderate
Jodhpur,2021-02-21,86.59,198.18,64.57,40.32,73.03,1.21,10.1,42.59,198.0,Moderate
Jodhpur,2021-02-22,100.74,238.06,92.4,46.05,98.29,1.81,13.08,36.37,238.0,Poor
Jodhpur,2021-02-23,78.03,205.47,22.24,35.28,36.54,0.86,11.66,37.75,205.0,Poor
Jodhpur,2021-02-24,60.53,146.36,20.75,32.5,33.67,0.81,9.3,32.61,146.0,Moderate
Jodhpur,2021-02-25,83.01,163.52,19.52,24.29,28.64,1.09,10.18,26.63,164.0,Moderate
Jodhpur,2021-02-26,73.48,177.79,12.33,20.7,20.56,0.73,8.04,19.93,178.0,Moderate
Jodhpur,2021-02-27,85.59,192.24,50.03,17.97,44.26,0.54,9.05,27.94,192.0,Moderate
Jodhpur,2021-02-28,94.23,242.91,30.67,30.13,40.45,0.78,8.61,30.93,243.0,Poor
Jodhpur,2021-03-01,77.77,211.97,34.65,39.06,48.29,0.79,8.72,34.28,212.0,Poor
Jodhpur,2021-03-02,87.76,184.1,34.66,35.39,46.5,1.11,10.14,43.13,184.0,Moderate
Jodhpur,2021-03-03,92.47,264.23,90.97,47.34,97.72,1.54,12.48,36.14,264.0,Poor
Jodhpur,2021-03-04,59.53,159.12,25.08,26.15,34.1,0.77,8.94,24.76,159.0,Moderate
Jodhpur,2021-03-05,72.61,166.61,53.81,32.64,60.29,1.1,10.61,29.06,167.0,Moderate
Jodhpur,2021-03-06,88.64,229.1,56.74,29.7,61.0,0.7,13.75,24.25,229.0,Poor
Jodhpur,2021-03-07,77.49,205.07,7.3,13.79,13.06,0.46,13.59,27.02,205.0,Poor
Jodhpur,2021-03-08,79.33,198.8,25.77,32.87,37.97,0.64,9.87,23.7,199.0,Moderate
Jodhpur,2021-03-09,98.74,237.33,19.76,36.28,34.83,0.62,8.51,31.2,237.0,Poor
Jodhpur,2021-03-10,94.47,250.27,66.77,51.36,80.38,1.06,11.14,26.0,250.0,Poor
Jodhpur,2021-03-11,65.45,159.26,21.11,24.91,30.05,0.52,8.89,30.01,159.0,Moderate
Jodhpur,2021-03-12,66.73,157.82,10.74,13.67,15.83,0.46,9.82,37.27,158.0,Moderate
Jodhpur,2021-03-13,115.75,320.62,10.04,14.42,15.63,0.41,15.12,51.24,321.0,Very Poor
Jodhpur,2021-03-14,69.91,162.84,21.77,23.31,29.62,0.54,11.93,39.05,163.0,Moderate
Jodhpur,2021-03-15,110.23,282.54,94.91,43.33,98.66,1.18,11.82,28.64,283.0,Poor
Jodhpur,2021-03-16,127.0,308.15,110.86,54.06,118.05,1.75,12.1,24.73,308.0,Very Poor
Jodhpur,2021-03-17,108.41,324.35,88.65,50.56,97.18,1.67,16.38,29.79,324.0,Very Poor
Jodhpur,2021-03-18,83.33,202.92,11.53,30.79,24.7,0.83,12.87,41.57,203.0,Poor
Jodhpur,2021-03-19,75.27,187.79,6.03,28.36,19.22,0.64,14.61,44.46,188.0,Moderate
Jodhpur,2021-03-20,85.44,237.23,31.45,31.86,41.35,1.15,9.01,44.79,237.0,Poor
Jodhpur,2021-03-21,97.47,241.16,51.7,37.84,60.82,0.91,11.22,38.51,241.0,Poor
Jodhpur,2021-03-22,231.11,293.88,17.68,30.45,29.82,0.68,7.5,28.11,294.0,Poor
Jodhpur,2021-03-23,244.77,491.42,11.83,20.94,20.05,0.55,7.71,40.54,491.0,Severe
Jodhpur,2021-03-24,73.63,186.51,12.7,30.12,25.72,0.46,7.48,42.4,187.0,Moderate
Jodhpur,2021-03-25,78.93,178.73,15.48,37.4,31.78,0.65,7.34,42.29,179.0,Moderate
Jodhpur,2021-03-26,93.57,216.55,73.06,52.13,85.53,1.19,11.81,44.35,217.0,Poor
Jodhpur,2021-03-27,113.34,270.44,44.83,39.7,56.45,0.91,10.5,47.08,270.0,Poor
Jodhpur,2021-03-28,82.85,218.33,15.32,25.27,25.09,0.5,9.53,47.48,218.0,Poor
Jodhpur,2021-03-29,85.84,205.64,8.72,16.46,15.28,0.62,7.52,44.34,206.0,Poor
